ObjectID,GlobalID,Voluntary Consent to Participate,ID1,Q1a,Zip_code,Nearest_Town,ID2,ID3,ID3b,ID4,ID4b,ID5,ID5a,ID6,ID7,ID7a,ID8,ID9,ID10,ID11,ID12,ID13,ID14,ID14b1,ID15,ID16,IDI6a,ID17,ID17a,ID17b,ID17c,ID17d,ID17e,ID18,ID19,ID20,ID21,ID21b,ID22,ID23,ID24,ID25,ID26,ID27,ID28a,ID28b,ID28c,ID29,ID29a,ID29bi,ID29bii,ID29biii,ID29biv,ID29bv,ID29bvi,ID29ci,ID29Cii,ID29Ciii,ID29Civ,ID29Cv,ID29Cvi,ID29di,ID29dii,ID29diii,ID29div,ID29e,ID29f,ID29g,ID29h,ID29i,ID29j,ID29k,ID29l,ID29m,ID30,ID31,ID32,ID32a,ID33,CreationDate,Creator,EditDate,Editor,x,y,ID14_2,ID14_3,ID14_7,ID14_5,ID14_6,ID14_0,ID14_4,ID14_8,ID14_1,ID14_9,ID21_5,ID21_2,ID21_7,ID21_6,ID21_3,ID21_0,ID21_4,ID21_1,ID29_2,ID29_5,ID29_6,ID29_8,ID29_3,ID29_4,ID29_7,ID29_0,ID29_1
321,15b80f1e-d116-4f79-8750-44817d596ee4,Agree,Deary,Deary,83823,Deary,30,Once a day,,Social media,,1,4,4,5,5,95,5,4,4,4,4,"Spent_less_time_outdoors,Made_my_home_more_energy_effici",,4,4,,4,5,4,5,3,3,3,2,2,Made_my_garden_more_drought_tol,,5,5,5,4,5,4,4,In the past year,3,Made_my_home/property/business_,,3,2,3,4,3,4,2,4,3,3,4,4,3,4,4,4,4,5,4,4,4,2,1,4,3,Over 65,Advanced college/Graduate degre,Retired,,,0.00971412,frusere_ui_uidaho,0.00971412,frusere_ui_uidaho,-116.9966487,46.7278188,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
322,a8727082-4a30-4430-be04-b3fb9fb3ac77,Agree,Deary,Deary,83823,Deary,30,Once a day,,Local TV,,1,6,7,7,7,95,6,4,4,7,6,"Spent_less_time_outdoors,Bought_an_air_conditioner_for_m",,4,4,,4,4,4,4,4,3,6,6,6,"Used_irrigation,Planted_different/drought_toler",,6,6,6,4,6,5,5,In the past year,4,"Don't_open_windows_during_fire_,Made_my_home/property/business_,Insured_my_property/business",,3,3,3,4,3,3,5,5,3,3,4,4,5,4,4,3,4,6,5,4,5,4,4,5,5,Over 65,Some College,Retired,,,0.01193287,frusere_ui_uidaho,0.01193287,frusere_ui_uidaho,-116.996318,46.72776361,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
325,f21f1dd4-d018-414e-bfd6-1675434d542e,Agree,Deary,Deary,83823,Deary,12,Once a day,,National TV news/weather,,0,,5,5,5,81,4,5,5,4,4,Done_nothing,,6,5,5,4,4,4,5,4,3,6,1,4,Done_nothing,,4,4,5,4,5,4,4,Never,5,other,help fight fire,3,3,2,3,2,3,3,4,4,4,4,4,4,4,3,3,4,5,5,4,4,4,4,4,4,18-30,High school graduate,Government/Social Services,wildland fire fighter,,0.027905093,frusere_ui_uidaho,0.027905093,frusere_ui_uidaho,-116.9967542,46.72812612,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
331,e2e6505d-0365-4a62-850b-c503d98ad411,Agree,83823,Deary,83823,Deary,20,Once a day,,Mobile phone weather app,,1,5,6,5,6,95,5,5,6,4,4,"Spent_less_time_outdoors,Bought_an_air_conditioner_for_m,Made_my_home_more_energy_effici",,6,6,6,5,6,2,6,3,3,6,5,5,"Spent_less_time_outdoors,Made_my_home_more_water_efficie,Made_my_garden_more_drought_tol,Planted_different/drought_toler,Used_irrigation",,6,6,6,2,6,7,7,Between 1 and 2 years,5,"Made_my_home/property/business_,Insured_my_property/business",,5,5,5,5,5,5,4,4,4,4,4,4,5,4,3,2,3,6,6,2,6,7,7,7,7,46-65,Some College,Restaurant/Food Service,,most of our poor air quality comes from fires not in the area,0.039869213,frusere_ui_uidaho,0.039869213,frusere_ui_uidaho,-116.9969517,46.72814877,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
364,1de5bc5e-be47-4109-8726-8189afc159f3,Agree,Deary,Deary,83823,Deary,2,Once a day,,Mobile phone weather app,,1,7,5,6,6,105,5,3,3,5,6,"Spent_less_time_outdoors,Upgraded_central_heating/coolin",,7,6,6,6,6,2,2,1,1,7,4,6,Done_nothing,,7,7,7,2,6,7,7,In the past year,5,"Spent_less_time_outdoors,Don't_open_windows_during_fire_",,4,4,3,4,4,4,3,2,2,4,4,4,4,4,4,4,2,6,6,6,6,6,6,6,6,46-65,Some College,Restaurant/Food Service,,,0.020322917,frusere_ui_uidaho,0.020322917,frusere_ui_uidaho,-116.9970443,46.72813018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
365,f1a1f042-fc81-4b88-828e-091aab930d24,Agree,Deary,Deary,83823,Deary,25,Once a day,,Mobile phone weather app,,0,,4,4,,101,3,3,5,4,4,"Spent_less_time_outdoors,Bought_an_air_conditioner_for_m,Provided_cooling_for_employees/",,4,4,,4,3,5,5,4,2,4,4,4,"Spent_less_time_outdoors,other,Planted_different/drought_toler",water a lot,5,5,5,3,4,4,4,In the past year,3,"Don't_open_windows_during_fire_,Spent_less_time_outdoors,Made_my_home/property/business_",,4,4,2,4,2,2,2,2,1,2,2,2,3,3,3,3,4,4,5,3,4,4,4,4,4,Over 65,Some College,Restaurant/Food Service,,,0.022940972,frusere_ui_uidaho,0.022940972,frusere_ui_uidaho,-116.9960762,46.72787156,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
366,aa319fcc-c9ed-4ce1-b801-307c1222a7e7,Agree,Deary,Deary,83823,Deary,22,other,,Mobile phone weather app,,0,,4,4,,90,4,4,3,5,5,Don't_feel_it's_an_issue,,6,5,5,4,4,3,3,4,4,5,3,4,Don't_feel_it's_an_issue,,4,4,3,3,5,5,5,Between 1 and 2 years,5,Made_my_home/property/business_,,4,4,3,4,3,4,2,4,5,5,3,4,5,3,5,5,4,4,4,4,4,4,3,4,4,46-65,College undergraduate degree,Retired,,,0.025155093,frusere_ui_uidaho,0.025155093,frusere_ui_uidaho,-116.9962217,46.72772485,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
367,447b8a54-ca5f-4649-9346-b81b6f866e60,Agree,Deary,Deary,83823,Deary,22,Every hour,,Mobile phone weather app,,0,,4,4,,100,4,4,4,4,4,Don't_feel_it's_an_issue,,4,4,,4,4,4,4,4,4,4,4,3,Don't_feel_it's_an_issue,,4,4,4,4,5,5,6,Between 1 and 2 years,5,Made_my_home/property/business_,,3,4,3,3,4,5,3,5,5,5,5,5,5,1,5,5,4,4,4,4,4,4,5,5,5,46-65,High school graduate,Farming/Forestry,,,0.027671296,frusere_ui_uidaho,0.027671296,frusere_ui_uidaho,-116.9960847,46.72754147,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
368,99d717c6-db11-4beb-b21e-3799c5fc3447,Agree,Deary,Deary,83823,Deary,25,Once a week,,Mobile phone weather app,,1,4,5,4,,109,4,2,3,1,2,Don't_feel_it's_an_issue,,5,5,5,3,5,4,5,4,3,6,2,6,Don't_feel_it's_an_issue,,7,6,6,3,5,1,2,Never,4,"Educated_employees_on_fire_prev,Made_my_home/property/business_,Insured_my_property/business",,3,5,4,4,3,4,3,1,4,4,4,5,5,2,2,2,3,5,4,4,5,1,1,4,1,18-30,Some College,Restaurant/Food Service,Fire fighter plus restaraunt,,0.030640046,frusere_ui_uidaho,0.030640046,frusere_ui_uidaho,-116.9966169,46.72791688,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
369,4db3838e-4d62-46c2-ba6a-541be9f3afab,Agree,83823,Deary,83823,Deary,70,Every hour,,Local TV,,1,4,5,6,5,95,5,5,5,4,4,"Bought_an_air_conditioner_for_m,Made_my_home_more_energy_effici",,3,4,,4,5,6,5,3,4,5,4,4,"Used_irrigation,Planted_different/drought_toler,Made_my_garden_more_drought_tol",,5,5,5,3,5,4,4,Never,4,"Educated_employees_on_fire_prev,Made_my_home/property/business_,Insured_my_property/business",,3,4,3,3,1,3,4,4,4,4,3,2,4,4,5,5,4,4,4,4,4,3,3,4,4,Over 65,Technical or vocational school,Retired,,,0.033270833,frusere_ui_uidaho,0.033270833,frusere_ui_uidaho,-116.996451,46.72793026,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
370,1b216085-946a-40f1-86a0-60b68132479d,Agree,Deary,Deary,83823,Deary,13,Once a day,,Mobile phone weather app,,0,,5,5,5,115,5,5,5,3,3,"Done_nothing,Don't_feel_it's_an_issue",,6,6,5,4,6,3,5,3,3,6,5,4,Used_irrigation,,7,7,7,4,6,5,5,In the past year,3,Done_nothing,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,46-65,Some College,Farming/Forestry,,,0.036180556,frusere_ui_uidaho,0.036180556,frusere_ui_uidaho,-116.9970443,46.72813018,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
371,078401b3-313f-4d0f-9627-1f09cd06219f,Agree,Deary,Deary,83823,Deary,68,Once a day,,Mobile phone weather app,,1,5,6,5,5,101,5,3,5,4,5,"Spent_less_time_outdoors,Bought_an_air_conditioner_for_m",,6,6,5,5,5,3,6,4,3,5,5,5,Don't_feel_it's_an_issue,,7,6,6,4,5,6,6,Between 1 and 2 years,5,"Spent_less_time_outdoors,Don't_open_windows_during_fire_",,3,5,4,4,4,3,4,2,3,4,4,4,2,3,3,3,2,7,6,2,6,5,6,6,6,Over 65,High school graduate,Retired,,,0.038622685,frusere_ui_uidaho,0.038622685,frusere_ui_uidaho,-116.99672,46.72792979,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
372,6998006a-5dbd-4777-9b16-737a2e1b53a5,Agree,Deary,Deary,83823,Deary,5,Once a day,,Mobile phone weather app,,1,5,4,5,4,90,5,2,5,5,4,"Spent_less_time_outdoors,Bought_an_air_conditioner_for_m,Made_my_home_more_energy_effici",,5,5,4,4,4,4,5,4,3,6,5,4,"Made_my_home_more_water_efficie,Made_my_garden_more_drought_tol,Used_irrigation",,4,5,4,4,4,6,7,Never,4,Made_my_home/property/business_,,3,3,3,3,3,3,4,4,5,4,4,4,3,4,3,3,3,6,5,4,4,6,5,5,6,Over 65,Some College,Retired,,,6.48E-05,frusere_ui_uidaho,6.48E-05,frusere_ui_uidaho,-116.9966169,46.72791688,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
373,ca0a8038-8cfe-45ff-ae6d-ac546d18c11e,Agree,Deary,Deary,83823,Deary,18,Once a day,,Mobile phone weather app,,1,4,5,5,4,100,4,4,4,5,6,Spent_less_time_outdoors,,6,4,,5,5,4,6,4,3,5,6,6,Don't_feel_it's_an_issue,,5,5,4,4,5,5,6,Never,5,"Don't_open_windows_during_fire_,Insured_my_property/business",,3,4,3,4,3,4,3,4,4,5,4,4,4,4,4,3,4,4,4,4,4,5,4,7,6,Over 65,Some College,Retired,,,0.002390046,frusere_ui_uidaho,0.002390046,frusere_ui_uidaho,-116.9966169,46.72791688,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
374,b45e9495-74f8-4af5-a888-23c24d9cac17,Agree,Deary,Deary,83823,Deary,34,Once a day,,Mobile phone weather app,,1,5,6,6,4,90,6,3,5,4,1,Bought_an_air_conditioner_for_m,,5,6,6,5,6,3,5,4,4,6,3,2,Made_my_home_more_water_efficie,,5,5,5,3,5,5,6,In the past year,5,"Spent_less_time_outdoors,Don't_open_windows_during_fire_",,4,4,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,6,6,3,4,2,2,6,6,Over 65,College undergraduate degree,Retired,,,0.004697917,frusere_ui_uidaho,0.004697917,frusere_ui_uidaho,-116.9966705,46.72783722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
375,f9dcdf30-0c4f-4324-883c-127bfa7f6339,Agree,83823,Deary,83823,Deary,23,Once a week,,Mobile phone weather app,,0,,4,5,5,100,5,4,4,6,4,Don't_feel_it's_an_issue,,3,4,,5,5,4,4,4,4,4,4,4,Don't_feel_it's_an_issue,,5,5,4,4,4,4,4,Between 1 and 2 years,4,Don't_feel_it's_an_issue,,3,3,3,4,4,4,3,4,3,4,4,4,4,3,3,3,4,3,5,5,4,4,3,4,4,31-45,Some College,Healthcare,,,0.007145833,frusere_ui_uidaho,0.007145833,frusere_ui_uidaho,-116.9971005,46.72812889,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
376,b053d978-6ee1-4fe0-afa3-44ffebb8047a,Agree,Deary,Deary,83823,Deary,78,Once a day,,Local TV,,1,4,5,5,4,100,3,4,4,4,4,Don't_feel_it's_an_issue,,6,4,,6,6,5,4,5,3,6,4,4,Planted_different/drought_toler,,6,5,5,2,5,4,4,Between 5 and 10 years,4,"Don't_open_windows_during_fire_,Made_my_home/property/business_",,3,5,4,3,3,3,2,2,3,4,3,4,3,3,3,3,4,4,4,3,4,5,4,6,6,Over 65,High school graduate,Retired,,,0.009628472,frusere_ui_uidaho,0.009628472,frusere_ui_uidaho,-116.9969517,46.72814877,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
388,c7c8ba17-9fe1-4b68-a8d8-6fa53df0e118,Agree,83823,Deary,83823,Deary,13,Once a day,,Mobile phone weather app,,1,4,7,7,7,95,6,4,6,5,4,"Done_nothing,other",Got a pool,7,3,5,5,3,4,4,1,1,7,4,4,Used_irrigation,,7,7,7,2,7,6,6,In the past year,5,"Don't_open_windows_during_fire_,Spent_less_time_outdoors,Insured_my_property/business",,5,4,4,5,4,4,5,5,4,4,2,4,5,5,5,4,1,7,7,1,7,5,5,7,7,46-65,Advanced college/Graduate degre,Retired,,,0.036673611,frusere_ui_uidaho,0.036673611,frusere_ui_uidaho,-116.9948013,46.72899858,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
390,a570054a-a790-431e-b621-6ac5a5cf1f4b,Agree,Deary,Deary,83823,Deary,45,Once a day,,Mobile phone weather app,,1,5,5,5,5,90,5,5,5,5,6,Bought_an_air_conditioner_for_m,,3,6,5,6,6,4,4,5,5,6,6,6,Made_my_garden_more_drought_tol,,6,6,5,6,6,6,7,In the past year,5,Made_my_home/property/business_,,4,5,3,5,4,5,5,5,4,5,4,4,4,5,5,5,3,6,6,2,6,6,6,6,5,46-65,Some College,Retired,,,0.039751157,frusere_ui_uidaho,0.039751157,frusere_ui_uidaho,-116.9943147,46.72909254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
391,59572a6d-4c5b-4298-9d6e-288604a851f7,Agree,Deary,Deary,83823,Deary,18,other,3 times daily,Mobile phone weather app,,1,4,4,5,4,105,4,4,4,4,5,Don't_feel_it's_an_issue,,6,5,4,4,5,3,4,4,4,5,4,5,Spent_less_time_outdoors,,4,4,4,4,4,4,4,In the past year,5,"Made_my_home/property/business_,Insured_my_property/business,Don't_open_windows_during_fire_",,2,4,1,3,1,3,4,3,4,3,3,3,4,3,3,2,4,4,5,4,4,4,2,3,3,Over 65,Advanced college/Graduate degre,Construction/Maintenance,,,0.001252315,frusere_ui_uidaho,0.001252315,frusere_ui_uidaho,-116.9943215,46.72908331,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
392,5d9b45ab-18fc-493e-84e6-bb19c286e2e2,Agree,Deary,Deary,83823,Deary,4,Every hour,,Mobile phone weather app,,1,4,6,7,6,98,6,4,5,7,4,Bought_an_air_conditioner_for_m,,7,7,6,6,6,3,3,4,3,5,5,4,other,Quit watering my lawn as often,6,6,5,2,6,7,4,Between 1 and 2 years,3,"Spent_less_time_outdoors,Made_my_home/property/business_,Don't_open_windows_during_fire_",,3,4,2,3,4,4,3,5,5,5,3,4,5,5,5,4,1,7,7,2,6,7,7,4,4,Over 65,Advanced college/Graduate degre,Retired,,,0.005047454,frusere_ui_uidaho,0.005047454,frusere_ui_uidaho,-116.9943211,46.72908556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
394,836bdafe-29cf-4c98-a08f-856f0c8d0741,Agree,Deary,Deary,83823,Deary,7,Once a day,,other,outside my front door,0,,4,4,,85,4,4,4,4,4,Done_nothing,,4,4,,4,4,4,4,4,4,4,4,4,Done_nothing,,4,2,4,4,4,4,7,Over 10 years,3,Made_my_home/property/business_,,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,46-65,Some high school,Unemployed,i m not sure,,0.008619213,frusere_ui_uidaho,0.008619213,frusere_ui_uidaho,-116.9943223,46.72908263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
395,42c44f98-7cf9-4e1a-b6b0-05b45768a553,Agree,Deary,Deary,83823,Deary,5,Once a day,,Mobile phone weather app,,0,,4,4,,95,4,4,4,7,6,"Done_nothing,Bought_an_air_conditioner_for_m",,4,4,,4,4,4,4,4,3,4,6,6,"Done_nothing,Don't_feel_it's_an_issue",,5,5,4,4,4,7,7,In the past year,5,"Educated_employees_on_fire_prev,Participated_in_community_fire_",,4,5,4,5,4,5,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,7,7,7,7,18-30,High school graduate,Government/Social Services,firefighter,,0.011115741,frusere_ui_uidaho,0.011115741,frusere_ui_uidaho,-116.9943135,46.72908774,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
396,a7619765-056d-4586-9ff1-e756c068a68f,Agree,83823,Deary,83823,Deary,5,Once a day,,Mobile phone weather app,,1,4,4,4,,95,3,5,3,5,5,Don't_feel_it's_an_issue,,5,5,4,4,5,3,4,4,5,5,4,3,Don't_feel_it's_an_issue,,3,3,4,4,4,5,4,Between 1 and 2 years,3,Done_nothing,,2,4,1,2,4,4,4,3,3,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,46-65,Technical or vocational school,Retired,,,0.013709491,frusere_ui_uidaho,0.013709491,frusere_ui_uidaho,-116.9944742,46.72903989,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
404,6d20bea2-110d-4baf-b037-f2cd4f7e82a5,Agree,Deary,Deary,83823,Deary,50,Once a day,,Mobile phone weather app,,1,5,5,6,4,100,5,2,5,6,4,"Upgraded_central_heating/coolin,Made_my_home_more_energy_effici",,6,3,4,4,4,3,6,4,2,6,6,4,Used_irrigation,,4,5,7,2,6,7,5,Between 2 and 5 years,5,"Made_my_home/property/business_,Insured_my_property/business,Don't_feel_it's_an_issue,Educated_employees_on_fire_prev",,3,5,2,4,3,4,5,5,5,5,5,4,4,4,4,5,2,7,7,3,7,6,6,6,6,Over 65,High school graduate,Retired,,,0.018112269,,0.018112269,,-117.0117871,46.72794598,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
405,232de651-15d1-41f7-aaa1-f3bd213c96b8,Agree,Deary,Deary,83823,Deary,34,Once a week,,Mobile phone weather app,,1,5,6,6,5,100,7,2,6,6,6,"Spent_less_time_outdoors,Bought_an_air_conditioner_for_m,Spent_more_time_in_public_space",,6,5,5,5,6,3,3,3,3,5,5,5,Done_nothing,,6,6,6,3,6,3,5,Between 1 and 2 years,4,"Spent_less_time_outdoors,Made_my_home/property/business_",,4,4,4,5,4,4,3,3,4,4,3,3,5,5,5,5,2,6,6,3,6,5,6,6,6,31-45,High school graduate,Restaurant/Food Service,,Idahos weather has bipolar,0.028956019,,0.028956019,,-117.0117871,46.72794598,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
406,b15248f9-854f-4afa-a387-4f45ae945d88,Agree,83823,Deary,83823,Deary,51,Once a week,,Mobile phone weather app,,1,5,5,5,5,101,5,3,5,4,4,"Spent_less_time_outdoors,Bought_an_air_conditioner_for_m",,5,4,,5,4,3,5,3,3,5,4,5,"Spent_less_time_outdoors,Used_irrigation",,7,7,7,3,5,6,6,In the past year,5,Made_my_home/property/business_,,3,5,4,5,4,5,3,4,4,4,3,4,4,4,5,5,5,6,6,5,5,5,5,5,5,46-65,Advanced college/Graduate degre,Restaurant/Food Service,,,0.036908565,,0.036908565,,-117.0117871,46.72794598,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
407,8b3270a5-4a1a-4318-85d5-a70f40ff2345,Agree,Deary,Deary,83823,Deary,12,Once a day,,Mobile phone weather app,,0,,4,4,,100,5,3,3,6,6,"Provided_cooling_for_employees/,Spent_more_time_in_public_space",,6,7,5,3,7,2,5,3,4,5,5,5,Planted_different/drought_toler,,5,5,6,5,6,5,6,In the past year,4,Done_nothing,,5,5,4,5,5,5,2,2,4,4,4,5,5,3,3,2,4,4,6,3,5,5,5,5,5,18-30,Advanced college/Graduate degre,Farming/Forestry,,,0.003185185,,0.003185185,,-117.0117871,46.72794598,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
408,f87723c3-bce6-4d2d-8c5c-4335589e3630,Agree,Deary,Deary,83823,Deary,20,Once a day,,Mobile phone weather app,,1,5,6,6,5,100,5,3,6,7,7,"Spent_less_time_outdoors,Bought_an_air_conditioner_for_m,Made_my_home_more_energy_effici",,6,6,6,4,7,5,5,2,3,6,7,6,"Planted_different/drought_toler,Used_irrigation",,6,6,6,4,5,6,6,In the past year,5,"Made_my_home/property/business_,Insured_my_property/business,Don't_open_windows_during_fire_,Educated_employees_on_fire_prev",,4,4,2,5,4,5,4,3,3,5,4,3,3,4,5,5,4,6,6,5,6,5,5,7,7,31-45,High school graduate,Construction/Maintenance,well pump manager ,I feel like it gets just cold as it used to be but a lot less snow every year,0.017362269,frusere_ui_uidaho,0.017362269,frusere_ui_uidaho,-116.9944362,46.72905395,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
409,1cb752bc-6c62-4785-88c2-5ef5e75ff555,Agree,Deary,Deary,83823,Deary,15,Never/Rarely,,Word of mouth,,1,6,5,7,6,105,5,4,3,7,7,"Spent_less_time_outdoors,Bought_an_air_conditioner_for_m,Spent_more_time_in_public_space",,5,6,5,4,6,4,3,3,4,5,5,7,Done_nothing,,6,6,4,7,7,6,7,In the past year,5,"Spent_less_time_outdoors,Don't_open_windows_during_fire_",,4,5,3,5,4,5,5,3,4,5,4,4,4,5,5,5,4,5,6,6,5,6,6,7,7,31-45,Some College,Financial/Legal,,,0.020760417,frusere_ui_uidaho,0.020760417,frusere_ui_uidaho,-116.9943136,46.72909033,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
410,ed69f92d-b45f-419b-8025-642bb4c30ee2,Agree,Deary,Deary,83823,Deary,30,Never/Rarely,,other,na,1,6,5,5,4,100,5,5,6,4,4,Upgraded_central_heating/coolin,,6,4,,3,6,6,4,4,4,5,5,4,Made_my_home_more_water_efficie,,7,6,4,7,7,7,7,Never,4,Don't_feel_it's_an_issue,,4,3,4,2,4,4,4,4,4,4,3,4,4,4,4,1,2,7,7,7,7,5,4,5,5,Over 65,High school graduate,Farming/Forestry,,,0.024061343,,0.024061343,,-117.0117871,46.72794598,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
413,ce4404e8-b1cb-42c6-a18c-97fe83b2080f,Agree,Deary,Deary,83823,Deary,11,Every hour,,Word of mouth,,0,,5,4,,90,6,5,2,6,4,Done_nothing,,4,4,,5,3,4,3,4,5,5,5,5,Don't_feel_it's_an_issue,,6,6,3,4,3,6,6,Never,5,other,fight fires,3,4,3,3,4,5,5,4,2,3,1,4,3,4,4,4,4,5,4,5,2,4,5,3,3,18-30,High school graduate,Government/Social Services,fire fighter,,0.030313657,,0.030313657,,-117.0117871,46.72794598,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
415,71ae8c38-1cf4-42f7-8a6e-208c4ddf33a0,Agree,Deary,Deary,83823,Deary,14,Once a day,,Mobile phone weather app,,1,6,5,5,5,100,5,3,4,5,4,"Spent_less_time_outdoors,Made_my_home_more_energy_effici",,5,3,5,4,5,3,5,3,3,6,5,6,"Used_irrigation,Made_my_garden_more_drought_tol,Planted_different/drought_toler",,4,5,6,3,6,5,4,In the past year,3,"Spent_less_time_outdoors,Made_my_home/property/business_,Don't_open_windows_during_fire_",,2,5,3,4,4,4,3,3,4,4,3,4,3,4,5,5,4,4,4,4,4,3,4,4,4,46-65,Advanced college/Graduate degre,Government/Social Services,,,0.035277778,,0.035277778,,-117.0117871,46.72794598,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
428,21440f6d-5b9d-4d7e-9417-843e92d856e3,Agree,Deary,Deary,83823,Deary,54,Once a day,,Local TV,,1,5,6,6,6,90,6,2,6,7,6,"Spent_less_time_outdoors,Upgraded_central_heating/coolin,Provided_cooling_for_employees/",,7,7,6,6,7,4,5,1,2,6,7,7,"Spent_less_time_outdoors,Planted_different/drought_toler",,7,7,7,1,7,5,6,In the past year,4,"Don't_open_windows_during_fire_,Spent_less_time_outdoors,Insured_my_property/business",,5,5,2,5,3,5,3,3,5,3,5,3,5,5,1,1,2,6,7,2,7,4,2,4,4,46-65,College undergraduate degree,Farming/Forestry,,Definetly believe that our weather is hotter and drier than in the past but i also feel that our government agencies have made the fire season more of a money issue profit center revenue source. They need to be more concerned with putting fires out,0.009831019,,0.009831019,,-117.0117871,46.72794598,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
442,0e6bcb29-2ed0-427d-980f-2b433e0552b1,Agree,Deary,Deary,83823,Deary,25,Once a day,,Mobile phone weather app,,1,4,6,7,7,100,7,2,6,7,7,"Spent_less_time_outdoors,Bought_an_air_conditioner_for_m,Spent_more_time_in_public_space,Provided_cooling_for_employees/",,6,2,7,7,6,1,7,1,1,7,7,7,"Spent_less_time_outdoors,Made_my_home_more_water_efficie,Made_my_garden_more_drought_tol,Planted_different/drought_toler",,7,7,7,1,7,7,7,Between 1 and 2 years,5,"Made_my_home/property/business_,Insured_my_property/business,Don't_open_windows_during_fire_",,5,5,5,5,5,5,1,2,1,1,2,2,4,5,5,5,2,7,7,4,7,7,7,7,7,31-45,Advanced college/Graduate degre,Industry/Business,,,0.015025463,,0.015025463,,-117.0117871,46.72794598,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
