town,buffer,wateryear,firehighdays_bi90,firehighdays_erc90,firehighdays_bi95,firehighdays_erc95,fireseverity_bi90,fireseverity_erc90,firesummerhighdays_bi90,firesummerhighdays_erc90,firestart_wyday_bi,firestart_wyday_erc,firestart_any_bi90,firestart_any_erc90,firestart_k2_erc90,firestart_k3_erc90,firestart_k3_bi90,firemaxrun_bi,firemaxrun_erc,fireseasonlength_bi,fireseasonlength_erc,firepeak_bi,firepeak_erc,firep95_erc,meananntemp,meanminanntemp,meanmaxanntemp,maxminjjatemp,maxmaxjjatemp,meanjjatemp,frostdays,summerdays,tmaxgt90thdays,tmingt90thdays,durtmaxgt90th,gsstartdoy,gsenddoy,gslength,meananomanntemp,meanminanomanntemp,meanmaxanomanntemp,maxminanomjjatemp,maxmaxanomjjatemp,meananomjjatemp,annualprecip,annualeto,annualpwd,coolseasonprecip,coolseasondrydays1mm,maxdrydur,maxcoolseasondrydur,preciponsetwydoy,precipCOMwydoy,annualanomprecip,annualanometo,annualanompwd,coolseasonanomprecip
Deary,10mibuffer,1989,4,15,1,5,4.385802531494523,33.70520993961811,0,0,NA,26,27,26,26,26,NA,2,9,105,111,43.86122933379142,58.32616544415872,45.288730090263115,7.141102527044297,0.7367036319235802,13.545501422165016,15.095550702495018,34.69598920268402,16.535022502840352,155,62,40,31,8,275,269,-6,-0.6304492463971566,-0.7976635085620326,-0.4632349842322806,5.545437378323326,6.154106047861955,-0.9813485813642013,872.0846458784612,921.8936589955226,-49.809013117061454,583.1814492788508,79,19,15,16,154.1153549678822,48.19826336863257,-59.60674011517784,107.80500348381041,3.3264816456249937
Deary,10mibuffer,1990,11,14,4,13,28.172231549335862,111.66415565594083,0,0,184,178,61,176,178,178,184,5,13,127,14,45.35997595254222,60.76129785422047,52.87024286351359,8.109357853476912,1.820309285904335,14.39840642104949,15.74650014963504,34.20697169937603,17.248556440891083,148,74,41,44,0,105,269,164,0.3378060800354579,0.2859421454187221,0.3896700146521937,7.3878340859693825,7.368952174688843,-0.2678146433134694,887.6567476629443,938.6110414180135,-50.954293755069216,550.653499494295,96,35,23,21,149.32353058724922,63.77036515311572,-42.889357692686836,106.65972284580255,-29.201468138930835
Deary,10mibuffer,1991,3,16,0,4,5.300316434418031,29.562146271872805,0,0,NA,82,121,82,82,82,NA,1,3,243,282,46.716547585370485,55.562057256095635,49.87198879884781,6.772440814931845,0.607323977182422,12.937557652681269,13.969609532510049,33.61219698998201,16.44136160400307,174,59,28,24,0,135,269,134,-0.9991109585096092,-0.9270431633031908,-1.0711787537160276,6.199382355983374,6.183843589995906,-1.0750094802014802,897.2028561402943,930.9079570703726,-33.70510093007829,602.5305019052952,86,41,17,14,129.84666622080144,73.31647363046572,-50.592442040327825,123.90891567079355,22.675534272069385
Deary,10mibuffer,1992,37,67,20,41,131.44336768326895,367.780313205334,7,13,1,7,1,1,7,7,1,10,20,250,266,45.687455001437264,56.92195913794732,52.06169758601033,8.360581516351308,1.7850177419613433,14.936145290741274,15.759449758222047,35.61917168598802,17.26956635927524,162,66,66,47,21,280,265,-15,0.6061974054192828,0.26466755302542105,0.9477272578131446,7.896966519657513,10.323774717663674,-0.2468047249293108,742.2195156928609,1000.779904662114,-258.56038896925304,440.8957508202561,106,32,32,24,162.5172256104789,-84.69669337710407,18.122933679238812,-102.81962705634288,-141.989043373106
Deary,10mibuffer,1993,6,13,3,7,18.06454548778779,46.045358272854074,0,0,123,122,123,26,122,122,123,6,10,5,123,33.49119214644894,40.79011665122739,36.78659472873812,6.2557745613263815,0.4015299195523068,12.110019203100457,13.445908659904035,30.235303557365,14.436504647382082,162,44,21,24,0,129,269,140,-1.5157772121150728,-1.132837220933306,-1.8987172032968396,6.897637654359647,6.784842998939514,-3.079866436822471,807.9559408278388,854.5962439377656,-46.640303109926776,430.40267852254453,98,15,14,29,162.36930802722284,-15.930441681989823,-126.90415517293475,110.97371349094493,-149.45228911068128
Deary,10mibuffer,1994,17,42,9,22,58.484419973836765,165.2228342229285,0,0,39,37,39,37,37,37,39,7,9,142,327,53.80153817817934,67.54302687633881,61.206454543476724,7.94991844325457,1.2380261910460002,14.66181069546314,17.15146044921903,37.327759013514026,17.51652926610067,163,85,56,44,0,274,269,-5,0.17836666981311622,-0.2963409494396126,0.653074289065845,6.982082599205279,7.656840237524872,1.5818189611616074e-4,553.8008299616037,1015.0858798805651,-461.2850499189615,355.26747730728886,122,41,20,15,147.47235133414185,-270.085552548225,33.585480769864695,-303.6710333180897,-224.58749032593695
Deary,10mibuffer,1995,5,3,0,0,6.761130177692322,0.8320627164533754,0,0,NA,NA,3,8,NA,NA,NA,2,1,230,225,42.77039502967098,47.196716245392835,42.08975669951408,6.915847249099953,0.9515170831172374,12.880177415082668,14.210231953283028,31.071821170930036,15.514334113978425,165,49,23,28,0,126,259,133,-0.8557045243415011,-0.5828500573683755,-1.1285589913146268,5.569054807863829,4.388675802907766,-2.0020369702261274,994.6912285782984,878.89054115314525,115.80068742515311,669.3195120371656,93,13,11,26,147.54069883800443,170.80484606846966,-102.6098579575552,273.4147040260249,89.46454440393978
Deary,10mibuffer,1996,2,0,1,0,2.5343195747375837,0,0,0,NA,NA,169,NA,NA,NA,NA,2,0,1,NA,51.267546250767865,58.684041648224856,51.97663436653385,6.755664648184164,0.751694135311226,12.759635161057101,17.47271606445304,35.74128282903905,16.887123094877094,157,60,28,27,0,133,255,122,-0.9987194627478625,-0.7686560536246964,-1.2287828718710287,6.341701486501556,7.559561895554609,-0.6292479893274574,1111.4705960826607,879.8988514250944,231.57174465756623,791.2799642057843,79,26,13,3,130.18609306671902,284.55438701269566,-102.75811955778069,387.31250657047633,208.39517001242208
Deary,10mibuffer,1997,1,1,0,0,0.857142280283238,0.678415048611491,0,0,NA,NA,230,232,NA,NA,NA,1,1,NA,NA,42.813398506902885,48.65035928275815,40.42593866729736,7.124116613796549,1.278337672300978,12.96989555529212,16.256239427135995,34.041338823872024,16.723771181895774,155,58,15,38,0,275,269,-6,-0.6474351596449057,-0.25602946818463473,-1.0388408511051768,6.39108356566104,7.565352674389903,-0.7925999023087759,1228.5356846491327,884.0141254486682,344.5215592004645,874.4709371676443,73,23,23,14,139.3177509709379,404.64930213930404,-97.48627366203219,502.13557580133624,294.6159695344184
Deary,10mibuffer,1998,1,0,0,0,1.0319569719843802,0,0,0,NA,NA,91,NA,NA,NA,NA,1,0,NA,NA,48.05601831635504,64.84022650550104,52.93574467377693,8.384264474070644,2.112321445126981,14.656207503014306,16.47716167622201,36.128182688067,18.236437085872648,161,70,36,40,0,118,269,151,0.6127127006291897,0.5779543046413681,0.6474710966170112,6.045993535524014,7.087033645072125,0.7200660016680946,818.5878214149974,925.9384068351927,-107.35058542019533,485.892325112739,99,41,15,3,155.0759440114259,-5.298561094831226,-55.56199227550765,50.26343118067642,-93.96264252048684
Deary,10mibuffer,1999,5,7,2,2,14.004376963798967,20.673421475662643,0,0,236,237,81,206,237,237,236,4,4,158,158,49.90554265638782,59.89055847482989,48.370033997468056,6.941759909824968,0.8579537905340692,13.025566029115865,15.699897366432026,35.950788759293005,16.093513310928664,178,59,20,20,0,139,263,124,-0.8297918636164869,-0.6764133499515438,-0.9831703772814301,6.498177419748709,8.467369226205339,-1.4228577732758894,924.8088858466956,913.2066205382866,11.60226530840896,744.5413885369608,80,22,9,36,127.09487310520596,100.9225033368669,-68.29377857241371,169.2162819092806,164.68642090373496
Deary,10mibuffer,2000,6,8,3,5,10.17929692188827,29.26310634993265,1,0,21,19,3,19,19,19,21,3,7,319,28,56.954500960909925,66.42297445846063,62.14459416048604,7.640624565346446,1.4847300323588777,13.796519098334015,14.609998188633995,35.673041208575,16.371023401204244,162,52,26,32,0,135,270,135,-0.11375954558557996,-0.03562015657704468,-0.19189893459411528,5.184018846212579,7.604701978851907,-1.1453476830003075,926.079356793819,934.3394355734649,-8.260078779645937,656.1544918457115,55,48,15,8,142.39158971666623,99.16314772385407,-48.31753540941028,147.48068313326434,73.26969765234941
Deary,10mibuffer,2001,4,6,1,1,7.207922238649605,6.191111171722461,0,0,NA,233,232,233,233,233,NA,2,3,124,122,49.84177875169326,58.08587835703205,53.16292795171924,6.713715186436931,0.25784348223286296,13.169586890641,16.08416064453104,35.159392853768,16.463301420663928,192,74,18,19,6,129,269,140,-1.057836587004523,-1.27652365825275,-0.839149515756296,6.310311308435985,6.897363871913186,-1.0530696635406227,578.9742435043859,907.7051746110618,-328.73093110667594,359.2777640154708,112,29,10,1,147.4455376076665,-244.9121390054428,-73.79522449963865,-171.11691450580417,-220.57720361775506
Deary,10mibuffer,2002,1,0,0,0,3.189097007210023,0,0,0,NA,NA,3,NA,NA,NA,NA,1,0,NA,NA,57.930693392845896,58.52332478470341,52.350582361824294,6.843255768488489,0.7229530205795079,12.96355851639747,18.82037459834902,37.10883226751503,16.624985589475504,174,65,21,26,0,137,265,128,-0.9282960049529655,-0.8114141199061049,-1.045177889999826,9.082509134665596,8.91711442451054,-0.8913854947290498,909.9377545948258,906.5332422424754,3.40451235235048,686.9704551521462,81,12,11,11,131.8173923370925,86.0513720849972,-74.96715686822509,161.0185289532223,107.11548751892033
Deary,10mibuffer,2003,3,10,2,2,5.768912246676397,18.030283011479394,0,0,NA,25,35,15,15,25,NA,2,4,302,349,59.03349452002742,76.95143452365014,61.750991117671845,7.998581322198444,1.5929840140807903,14.404178630316096,16.391607725081997,38.15420929152003,18.221124087961012,163,76,29,39,0,141,269,128,0.22702954875698933,0.05861687359517746,0.39544222391880113,6.3109376744423376,10.470535119103378,0.7047530037564592,784.9527549924774,975.2436207843443,-190.29086579186696,584.2450466528053,99,25,23,29,149.0963495545827,-38.93362751735134,-6.256778326356139,-32.6768491909952,4.390079019579465
Deary,10mibuffer,2004,14,25,5,4,27.639624956436016,37.85705581554271,0,0,5,28,5,7,7,28,5,4,7,169,187,45.119721395283364,62.79639761598647,52.006689296402456,7.628639628060197,1.454403604809722,13.802875651310673,17.95831812311002,35.22040420630702,17.687804546746804,168,62,30,42,0,274,270,-4,-0.1257444828718285,-0.06594658412620039,-0.18554238161745662,8.774584986795837,7.532508498062647,0.1714334625422533,891.8175723984857,935.171388718083,-43.353816319597286,522.503846912734,96,23,23,16,166.34643711159958,64.90136332852079,-47.48558226479217,112.38694559331296,-60.38094728062812
Deary,10mibuffer,2005,12,35,7,19,39.58944639424355,151.54235920500156,3,0,161,129,115,87,123,129,161,4,21,216,80,56.05416977991903,72.31552840910881,61.75434685178695,7.623448772678249,1.210202063835191,14.036695481521308,15.451859477382015,35.35428731020005,16.57668984456755,162,56,43,22,18,275,260,-15,-0.14810300076320515,-0.32416507665042205,0.02795907512401174,5.041349209562325,9.212890548869876,-0.9396812396370028,649.4915901369126,962.1067192497168,-312.6151291128042,402.02253860255973,112,34,15,9,147.9453043722717,-174.39479237291604,-19.393679860983596,-155.00111251193243,-177.8324290306661
Deary,10mibuffer,2006,7,13,0,7,7.15783547287813,35.1366727518424,2,0,NA,73,53,73,73,73,NA,2,6,246,156,60.908033458094465,70.20271669124482,64.10649818016789,8.021250002710614,1.5722877409203484,14.470212264500882,17.495354862336,38.08014352318503,17.925008135245903,153,80,39,45,7,132,269,137,0.24969822926916047,0.03792060043473554,0.4614758581035854,7.420988363417435,7.925343183882074,0.408637051041351,870.783203520921,1018.0892340753724,-147.30603055445135,606.7089649724192,92,34,16,1,139.28162976442385,46.8968210110924,36.58883496467194,10.30798604642046,26.85399733919336
Deary,10mibuffer,2007,4,7,3,1,21.286889799401166,9.918060401891807,4,5,NA,NA,308,210,308,NA,NA,2,2,4,107,62.16675855850713,74.43042459953062,66.05570292478501,7.644191395901298,0.9835587207128583,14.304824071089739,16.811248909243034,38.485217741935,17.81192351528773,167,72,30,28,0,274,257,-17,-0.12736037754015608,-0.5508084197727545,0.29608766469244235,7.1667107184300445,10.293499898930516,0.29555243108317913,758.3974610468226,1024.456998625503,-266.0595375786804,613.2338650595602,93,48,22,16,114.59126883450037,-65.48892146300605,42.956599514802576,-108.44552097780863,33.37889742633441
Deary,10mibuffer,2008,9,10,3,3,23.01840198524215,28.114003301288047,1,0,39,35,33,33,35,35,39,5,9,272,10,60.924447341623626,65.18274352426835,58.530124696719255,6.704088045628299,0.3989495310159106,13.009226560240688,16.759466607863033,36.656751543599,16.1193364487016,186,60,26,19,0,135,270,135,-1.0502960653037274,-1.1214006579200118,-0.979191472687443,7.95547233781714,8.254439050161846,-1.397034635502952,856.7517267807839,941.6381497590312,-84.88642297824731,627.0588172248102,82,29,23,3,142.69598894339006,29.83551771081895,-41.018821223844,70.85433893466295,44.174023031448165
Deary,10mibuffer,2009,18,21,4,10,50.981568180774,88.34232980329412,0,2,24,25,24,25,25,25,24,6,8,337,336,54.022602095474745,64.90107476147067,51.5381319205401,7.275826168619642,0.7694945540188661,13.782157783220418,15.453849002961022,34.81244291440902,17.192145085916614,178,74,31,20,6,135,266,131,-0.49572560482181194,-0.7648725864667467,-0.2265786231768772,5.3731789523213624,6.971668595509211,-0.324225998287939,802.4039170356067,991.3531271567743,-188.94921012116765,562.635609505192,108,22,12,33,142.64502162069235,-21.482465474221915,9.85272804607398,-31.335193520295896,-17.219358128033868
Deary,10mibuffer,2010,52,58,28,23,194.91662459354808,142.75712146524683,8,9,65,68,8,10,10,68,65,8,9,323,320,63.29381731626448,69.82709140605311,62.52228251651886,7.226064185918866,1.432189225641625,13.019939146196107,13.930468037267019,33.88912114494104,16.27305740144576,164,55,26,24,0,106,269,163,-0.545487587522588,-0.10217791484398776,-0.9887972602011882,4.151654346096489,6.954261666509453,-1.2433136827587914,654.4123123907159,952.1327804930941,-297.72046810237816,335.7621150034705,113,59,12,14,165.14826950675499,-169.47407011911272,-29.36761861760631,-140.1064515015064,-244.09285262975533
Deary,10mibuffer,2011,5,14,2,7,14.82192260060284,68.79441600518987,0,0,NA,340,18,340,340,340,NA,2,8,346,24,62.090791130016726,77.60317051076584,64.02743259474231,6.713085037116869,0.40294455734171103,13.023225516892028,14.227333307082006,33.83859158817404,15.791945610142713,178,64,26,19,7,274,269,-5,-1.058466736324585,-1.1314225831439018,-0.9855108895052683,6.238055847037115,6.8350447073986516,-1.724425474061839,980.5747903479069,926.822420389559,53.7523699583478,675.8771605294559,77,57,12,24,137.94659661059606,156.68840783807815,-54.67797872114135,211.3663865592195,96.02219289623005
Deary,10mibuffer,2012,37,37,13,28,146.13438210749175,254.11030330634406,0,0,83,82,1,1,1,82,83,9,16,365,365,57.71353162388957,74.54600444670643,61.695701111947315,7.6386968115409015,1.1021357642002094,14.175257858881594,15.067071170930035,36.32623699754305,17.08128378743181,181,79,34,28,0,112,270,158,-0.11568729939112432,-0.41821442473571285,0.1868398259534642,5.221098474646574,7.90291348430679,-0.43508729677274155,864.4136895636627,977.2327186927257,-112.81902912906298,606.2035038211499,103,72,16,6,148.98946259619171,37.49748049369776,-5.42425229014943,42.92173278384719,23.318709627787708
Deary,10mibuffer,2013,24,35,12,19,106.67804520480155,197.52480463714497,12,10,1,1,1,1,1,1,1,10,13,300,300,63.34261570030951,80.5625454585906,61.242977198328795,8.040350304889936,1.5960160043512008,14.48468460542867,18.022739123929,35.24660798103605,18.346241478619103,165,82,40,42,7,283,261,-22,0.2687985314484815,0.06164886386558796,0.475948199031375,9.933503700305513,9.256416286804583,0.8298703944145522,830.4183831947734,997.6468181269731,-167.22843493219978,526.4411835539803,96,84,84,13,149.41611722276616,6.532000684944756,16.14641901627274,-9.614418331327986,-53.41378407924556
Deary,10mibuffer,2014,33,36,15,20,104.84263408516604,119.92619041226564,15,14,248,107,27,28,107,107,248,9,9,329,329,62.29420397033692,76.37395061054842,67.2674155305727,7.842392007690404,2.001466641252909,13.683317374127899,17.528841879568006,36.762025386687014,18.67358616627491,158,68,23,50,0,120,269,149,0.0708402342489497,0.4670995007672965,-0.3254190322693971,7.884303688755017,7.720343949774925,1.157215082070357,742.2036863605977,1000.7938097565151,-258.59012339591743,517.5479822216803,110,31,24,38,153.8029188467049,-81.68269614923098,19.293410645814703,-100.97610679504568,-62.306985411545526
Deary,10mibuffer,2015,99,127,67,95,571.8742643764325,1014.9862645915721,57,71,44,45,18,8,45,45,44,28,31,346,356,73.72593824049429,85.29758171938002,78.79195910780382,9.618199853704448,3.040909773338706,16.19548993407019,18.89221333165301,38.944147937405035,19.214938648025925,99,80,86,83,14,276,269,-7,1.8466480802629932,1.5065426328530933,2.186753527672893,8.801846325420886,13.388678605405378,1.6985675638213713,694.9790113270589,1123.0971533940308,-428.1181420669719,555.0826173119236,111,37,21,23,126.27339813588188,-128.90737118276982,141.59675428333028,-270.5041254661001,-24.772350321302262
Deary,10mibuffer,2016,27,46,11,20,91.52418547075723,187.93896606914578,2,3,10,1,3,1,1,1,10,7,18,330,250,54.72867096774195,61.88658064516127,52.21423423361009,8.951530995269989,2.750211407733262,15.152850582806717,14.865392786826021,35.56487691374804,17.07363475845577,108,75,63,58,12,274,270,-4,1.1971468843379631,1.2298612187973395,1.1644325498785868,8.76643192440577,13.611156679215469,-0.4427363257487797,827.8313228753151,1025.8602008199,-198.0288779445849,637.954277448954,91,23,19,30,134.66422680592987,0.915113805350149,43.203229837024864,-42.28811603167472,55.06948325559193
Deary,10mibuffer,2017,25,59,14,36,94.10292628708423,254.14407333831986,4,11,94,92,94,92,92,92,94,9,19,254,256,62.81984516129033,77.6308129032258,71.3725729032258,7.93202025238728,1.8460940515455395,14.01794645322902,13.260284624653025,37.08343465694304,18.6395897497148,133,90,42,36,7,311,269,-42,0.16046847894582555,0.3117269110599266,0.009210046831724456,4.914721423733566,12.20725419961262,1.123218665510249,1013.6147873434904,1026.0210587692231,-12.406271425732712,791.4055227742773,73,57,16,7,129.3854361415409,189.7284048336618,44.52065965852284,145.20774517513897,211.55055514105143
Deary,10mibuffer,2018,7,10,2,2,8.479610070897476,14.574875821488652,1,4,NA,72,69,68,68,72,NA,2,4,287,255,58.27530322580647,70.94769032258066,65.73049806451613,7.956363732168516,1.9339213652230025,13.97880609911403,14.915910191690045,40.501651969663044,17.36323051576768,133,70,37,36,0,114,268,154,0.18481195872706138,0.39955422473738955,-0.029930307283266778,4.898358402506824,10.98352555968519,-0.15314056843687143,889.9150446035904,1002.9236653323723,-113.0086207287818,669.8446574538065,84,65,12,12,122.26191198183626,66.02866209376177,21.423266221671806,44.60539587208996,89.9896898205806
Deary,10mibuffer,2019,11,20,3,9,12.562208793344864,80.08681826605034,2,0,NA,15,18,15,15,15,NA,2,10,241,206,54.50190967741935,70.75238709677417,56.73185548387096,7.327804435691583,1.1674613437627646,13.4881475276204,14.862440228861999,35.21939228279405,17.178259762008285,156,72,25,17,0,124,264,140,-0.4437473377498716,-0.3669057967228482,-0.520588878776895,5.07156447150094,9.045260325047945,-0.3381113221962676,794.6092389905798,962.4365032967012,-167.82726430612138,496.59539362412505,95,33,15,26,147.95262338166066,-29.277143519248895,-19.063895813999228,-10.213247705249668,-83.25957400910082
Deary,10mibuffer,2020,52,87,24,56,158.88823255040697,392.05636004840954,2,5,31,29,27,29,29,29,31,13,17,320,322,64.08931612903228,71.1709935483871,67.9083935483871,7.876657686311217,1.721779220185693,14.031536152436741,17.752889183782997,37.21570565303705,16.926770343710995,160,72,32,30,0,118,265,147,0.12227357537919123,0.20142903124977057,0.04311811950861188,8.448641890987442,7.485666343114421,-0.5896007404935565,740.7941287870984,1009.780192692501,-268.9860639054026,524.6298704943043,108,43,17,19,140.93061848173772,-86.1220802828665,27.123221709625838,-113.24530199249234,-58.254923699057855
Deary,10mibuffer,2021,82,121,61,94,523.6462158292994,922.5059419286148,40,50,64,64,7,7,7,64,64,33,41,310,310,65.83765161290326,81.08077419354836,78.12629161290323,8.554897390656745,2.1585482505808637,14.951246530732625,18.849020090411045,40.43054135427201,19.677769931723684,152,91,68,45,11,275,269,-6,0.7833456172152904,0.6241811100952507,0.9425101243353302,8.780118785833395,14.619570158140352,2.1613988475191332,661.4368130764037,1112.2707494283818,-450.8339363519781,545.1658841088279,101,45,19,11,119.31165749592493,-162.4495694334249,130.7703503176815,-293.21991975110643,-34.68908352439792
Deary,10mibuffer,2022,13,24,8,19,43.75569820693241,144.64549500355858,0,0,129,129,117,127,129,129,129,6,16,62,53,55.12601290322583,63.580412903225785,56.27464258064516,8.120797804403896,1.8951850349726713,14.34641057383512,15.574167004001026,38.19946921465504,18.221246541583685,150,79,40,35,0,274,269,-5,0.34924603096244133,0.3608178944870584,0.33767416743782425,6.611605071693608,12.995405768019385,0.7048754573791339,943.2388257195489,989.8092384224477,-46.57041270289881,574.6337545385014,94,49,9,24,146.87668501975554,119.35244320972022,8.30883931174727,111.04360389797296,-5.221213094724389
Deary,10mibuffer,2023,29,51,4,17,79.5606413976733,151.3496892675824,19,34,121,47,47,15,47,47,121,4,25,274,306,66.79063225806453,82.30399999999999,73.1635870967742,8.08578502757185,1.8252709352042773,14.346299119939422,17.13255644373703,37.764077120873026,18.821850107564863,162,92,52,48,0,274,266,-8,0.3142332541303956,0.2909037947186644,0.3375627135421268,8.529989197695775,9.888509464386615,1.305479023360313,689.8451357493439,1039.1843233901234,-349.3391876407795,475.5719227677545,105,38,21,22,136.15839759450387,-134.04124676048477,57.683924279423,-191.72517103990776,-104.28304486547134
Deary,10mibuffer,2024,13,33,4,10,40.616804351424236,95.58139051193065,1,2,90,53,56,53,53,53,90,3,16,310,246,59.880438709677456,71.81842580645159,63.07248387096774,8.771395049128996,2.7676782067116306,14.775111891546361,20.095301127772018,39.10409186381702,18.336328351977226,124,79,51,71,0,275,270,-5,1.0170109381969699,1.247328017775708,0.7866938586182317,10.115721317414096,9.491259081506396,0.8199572677726725,666.3967617615153,1027.1187105616668,-360.7219488001515,455.90753590478056,93,28,10,11,145.5799099808948,-160.51944730844957,44.46173957879158,-204.98118688724117,-126.97725828858157
Deary,10mibuffer,2025,49,72,15,26,142.19998472048033,202.21054109851735,26,32,106,61,61,10,10,61,106,10,15,299,351,61.33543225806453,73.17692903225807,67.88406193548387,9.053930512958038,2.8286166276541707,15.279244398261904,17.31120107736905,35.59599855484504,18.937212622344276,132,93,59,57,0,279,269,-10,1.2823787395165833,1.294249487168558,1.270507991864609,7.76616512123055,12.533940208648527,1.4208415381397257,633.1535868858215,1081.439109689126,-448.2855228033046,514.2682449543361,97,32,19,21,130.17871347113046,-190.73279562400717,99.93871057842574,-290.6715062024329,-65.58672267888979
Deary,none,1980,10,12,2,6,10.206608910900757,47.740835223659204,0,0,NA,7,6,7,7,7,NA,2,5,196,201,49.7028599892893,54.20304673717868,50.973049385316926,6.5876938397431255,0.4344822948663911,12.740905384619861,12.92962233020404,34.946930719191016,14.678355882813213,163,36,38,31,0,274,270,-4,-0.8616432926028301,-0.7757899153182733,-0.9474966698873868,4.393128753989869,5.546053978704627,-2.5150632308096657,903.5643696842654,884.3579049434873,19.206464740778188,549.5923428179757,95,33,33,15,159.54893387120052,24.42187965749415,-85.17453112852442,109.59641078601857,-77.9363152741424
Deary,none,1981,22,27,6,9,40.63147621774548,52.28949227693539,0,0,74,27,27,27,27,27,74,5,10,171,172,49.37209878736926,59.41045249200636,54.21857093072707,7.52907955221936,1.023793768113678,14.034365336325042,14.447437704763047,34.78892743510602,15.678921758108716,167,65,60,39,17,275,259,-16,0.06254211657281833,-0.20024521896670436,0.325329452112341,5.788396790206958,6.686508867817722,-1.514497355514162,891.0650209053873,923.8342676976275,-32.76924679224021,545.7460996700873,123,24,20,13,157.27241507912944,15.121013341572,-44.59200792570036,59.71302126727236,-78.58407595907468
Deary,none,1982,16,5,8,0,28.696613622138265,5.955201727344058,1,1,33,NA,33,39,205,NA,33,4,2,225,222,45.56776283018052,52.02754499373898,46.148358390561995,6.5634382408907594,0.3862079048915823,12.740668576889936,15.165085134199046,34.66813492313503,16.636905141565624,184,60,29,29,6,132,264,132,-0.9030991947557826,-0.8378310821888001,-0.9683673073227651,8.001162883800053,7.532144329112253,-0.5565139720572523,1058.754282385111,889.9173792413166,168.83690314379453,765.219641296133,85,20,15,6,142.7962413701774,182.81027482129574,-78.50889638201133,261.31917120330706,140.88946566697103
Deary,none,1983,20,12,8,6,68.08278715840024,30.525723257372377,3,2,105,125,105,125,125,125,105,8,6,144,124,45.3075041494062,47.312034902265,40.820237658100744,7.012436143687196,0.8849287962734642,13.139943491100928,15.763335984753041,35.33727712323605,16.305336556026717,179,53,31,40,6,140,266,126,-0.45410129195934623,-0.33911019080691807,-0.5690923931117744,6.316919995379623,7.144377677671461,-0.8880825575961606,1006.110307191649,874.5912748008004,131.51903239084857,679.8390588443128,84,14,9,17,149.3081400427994,130.16629962783367,-93.8350008225274,224.00130045036107,55.50888321515079
Deary,none,1984,14,8,4,2,29.25418402000706,15.928644600222174,1,0,25,126,25,27,27,126,25,5,3,305,101,57.76065900248864,57.33949577577651,50.24060419759441,6.33605685315605,0.10095155481601441,12.571162151496086,13.445616494456033,37.17085000315001,16.320582333386895,181,60,22,22,0,148,260,112,-1.1132802791899057,-1.10932065536865,-1.1172399030111613,3.858932134157076,7.564631341093083,-0.8728367802359821,985.613280444376,884.4120193270426,101.20126111733339,644.8592954883652,88,28,19,9,148.40069017490478,106.47079041760459,-85.12041674496916,191.59120716257377,17.330637396247113
Deary,none,1985,37,26,12,8,143.53292928203408,95.84634622758405,21,11,163,163,101,123,163,163,163,13,7,195,159,63.73187908049552,74.69674254386655,62.97286174158896,5.693097997270127,-0.8040705567484956,12.19026655128875,14.38049001386105,35.647026603453014,16.72163184167294,187,59,24,26,0,275,252,-23,-1.7734394383764147,-2.028109543828878,-1.5187693329239516,7.863675254904161,9.366933383736566,-0.471787271949936,909.2081226975687,927.3980590561705,-18.189936358601813,566.4631605379042,95,53,18,11,157.47766157932688,33.26411513375335,-41.02821656715735,74.2923317009107,-57.867015091257805
Deary,none,1986,7,15,2,1,16.730923957110207,34.0443342823654,3,7,NA,82,84,82,82,82,NA,2,6,187,189,49.91033128307712,62.66598200644215,56.24392973869078,6.143230808070963,-0.07955437026822065,12.366015986410146,15.255098207535013,35.75952227192505,17.064972310113045,179,70,33,30,9,143,255,112,-1.323306627575579,-1.303593357348603,-1.343019897802555,9.011876424153321,10.469833374023754,-0.1284468035098317,876.4856232635437,914.4661413272543,-37.98051806371052,587.9623819791502,91,23,23,7,158.53345699711744,0.5416156997284022,-53.96013429607354,54.501749995801944,-36.36779365001172
Deary,none,1987,7,19,4,9,18.26483094646255,70.74042191966856,0,0,182,182,91,101,182,182,182,4,6,116,263,46.302424572360124,55.09551524500692,48.51825173654862,7.512312141583668,0.7412374728241237,14.283386810343211,14.973744841544999,33.92170449533802,16.379002544087413,172,74,48,36,0,112,269,157,0.04577470593712575,-0.48280151425625867,0.5743509261305102,7.301587406281675,11.766969840757419,-0.8144165695354642,695.4991438119642,969.700878710576,-274.2017348986118,455.96462535089063,104,30,25,30,151.2539550619306,-180.4448637518511,1.2746030872482255,-181.71946683909934,-168.3655502782714
Deary,none,1988,42,43,19,30,126.36615849019518,304.1083115223912,0,0,10,7,3,2,7,7,10,12,35,339,150,61.0152938104445,66.32088736257244,56.86014958043251,7.129067254835594,0.23134159361818427,14.026792916053003,14.74041334582904,33.95807849514904,16.4326451594499,184,66,48,33,18,274,256,-18,-0.3202698775103621,-0.9789306165664803,0.338390861545756,8.482459447717016,8.868857074040061,-0.7607739541729748,734.0801855681403,998.5892649812083,-264.509079413068,456.7429283415117,117,44,44,43,164.7600588911229,-145.06230445863105,29.056828909196618,-174.11913336782766,-170.78572975060635
