town,buffer,metric,sen_slope_per_decade,qcat,p_upper,p_lower,p_two,baseline_mean,early_mean,late_mean,delta_late_minus_early,question,stressor,survey_col,question_text
Bovill,10mibuffer,firehighdays_bi90,2.8571428571428568,Q5,0.324,0.676,0.648,20.8,5.8,27.2,21.4,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Bovill,none,firehighdays_bi90,2.5,Q5,0.3305,0.6695,0.661,19.166666666666668,6.8,22.3,15.5,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Deary,10mibuffer,firehighdays_bi90,3,Q5,0.335,0.665,0.67,21.5,4.9,30.8,25.9,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Deary,none,firehighdays_bi90,3.8095238095238093,Q5,0.305,0.695,0.61,21.6,3.5,33.7,30.200000000000003,F1,Fire,ID22,"Overall, has fire become less common or more common?"
ElkRiver,10mibuffer,firehighdays_bi90,3.333333333333333,Q5,0.303,0.697,0.606,21.633333333333333,5.7,32.4,26.7,F1,Fire,ID22,"Overall, has fire become less common or more common?"
ElkRiver,none,firehighdays_bi90,2.307692307692308,Q5,0.3445,0.6555,0.689,19.033333333333335,5.1,27.5,22.4,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Juliaetta,10mibuffer,firehighdays_bi90,1.6666666666666665,Q6,0.224,0.776,0.448,19.966666666666665,6.8,25.9,19.099999999999998,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Juliaetta,none,firehighdays_bi90,0.8108108108108109,Q5,0.356,0.644,0.712,19.333333333333332,7.1,24,16.9,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Kendrick,10mibuffer,firehighdays_bi90,2.1052631578947367,Q6,0.176,0.824,0.352,20.133333333333333,6.3,26.8,20.5,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Kendrick,none,firehighdays_bi90,1.4634146341463414,Q6,0.263,0.737,0.526,19.833333333333332,5.7,26.3,20.6,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Bovill,10mibuffer,firehighdays_bi95,1,Q6,0.225,0.775,0.45,9.8,1.6,12.1,10.5,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Bovill,none,firehighdays_bi95,0.9090909090909092,Q6,0.226,0.774,0.452,9.233333333333333,2.2,9.4,7.2,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Deary,10mibuffer,firehighdays_bi95,1.1111111111111112,Q5,0.382,0.618,0.764,10.466666666666667,2.1,14.6,12.5,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Deary,none,firehighdays_bi95,1.5151515151515151,Q5,0.349,0.651,0.698,10.066666666666666,1.1,15.7,14.6,F1,Fire,ID22,"Overall, has fire become less common or more common?"
ElkRiver,10mibuffer,firehighdays_bi95,1.25,Q5,0.348,0.652,0.696,10.066666666666666,2.3,14.7,12.399999999999999,F1,Fire,ID22,"Overall, has fire become less common or more common?"
ElkRiver,none,firehighdays_bi95,1.1111111111111112,Q6,0.171,0.829,0.342,9.366666666666667,1.8,13.9,12.1,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Juliaetta,10mibuffer,firehighdays_bi95,0.5882352941176471,Q5,0.346,0.654,0.692,9.7,2.4,13.1,10.7,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Juliaetta,none,firehighdays_bi95,0,Q4,0.4905,0.5095,0.981,9.533333333333333,2.9,11.8,8.9,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Kendrick,10mibuffer,firehighdays_bi95,0.5263157894736842,Q5,0.3605,0.6395,0.721,10,2.4,13.4,11,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Kendrick,none,firehighdays_bi95,0.2857142857142857,Q5,0.4195,0.5805,0.839,9.233333333333333,2.5,12.4,9.9,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Bovill,10mibuffer,firehighdays_erc90,5.483870967741935,Q6,0.259,0.741,0.518,32.36666666666667,10.2,46.3,36.099999999999994,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Bovill,none,firehighdays_erc90,4.761904761904762,Q6,0.269,0.731,0.538,31.6,11.3,40.1,28.8,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Deary,10mibuffer,firehighdays_erc90,7.5,Q6,0.225,0.775,0.45,32.43333333333333,9.2,52.3,43.099999999999994,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Deary,none,firehighdays_erc90,8.529411764705882,Q6,0.218,0.782,0.436,33,8.1,57.1,49,F1,Fire,ID22,"Overall, has fire become less common or more common?"
ElkRiver,10mibuffer,firehighdays_erc90,5.925925925925926,Q6,0.273,0.727,0.546,32.266666666666666,10.7,54.2,43.5,F1,Fire,ID22,"Overall, has fire become less common or more common?"
ElkRiver,none,firehighdays_erc90,5.833333333333334,Q6,0.274,0.726,0.548,31.833333333333332,9.4,52.6,43.2,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Juliaetta,10mibuffer,firehighdays_erc90,3.6363636363636367,Q6,0.1625,0.8375,0.325,32.2,12.3,44.9,32.599999999999994,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Juliaetta,none,firehighdays_erc90,3.333333333333333,Q6,0.195,0.805,0.39,33.166666666666664,14.5,44.1,29.6,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Kendrick,10mibuffer,firehighdays_erc90,5.384615384615384,Q7,0.0625,0.9375,0.125,32.56666666666667,11.1,48,36.9,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Kendrick,none,firehighdays_erc90,3.6363636363636367,Q6,0.173,0.827,0.346,32.56666666666667,10.8,48.1,37.3,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Bovill,10mibuffer,firehighdays_erc95,2.5,Q5,0.342,0.658,0.684,17.1,3.4,24.6,21.200000000000003,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Bovill,none,firehighdays_erc95,2.380952380952381,Q7,0.118,0.882,0.236,16.666666666666668,4.6,20.7,16.1,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Deary,10mibuffer,firehighdays_erc95,3.5714285714285716,Q5,0.306,0.694,0.612,17.833333333333332,3.3,28.9,25.599999999999998,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Deary,none,firehighdays_erc95,3.9130434782608696,Q5,0.2875,0.7125,0.575,17.766666666666666,2.8,31,28.2,F1,Fire,ID22,"Overall, has fire become less common or more common?"
ElkRiver,10mibuffer,firehighdays_erc95,3.333333333333333,Q5,0.3045,0.6955,0.609,17.833333333333332,4.5,31.9,27.4,F1,Fire,ID22,"Overall, has fire become less common or more common?"
ElkRiver,none,firehighdays_erc95,2.727272727272727,Q5,0.346,0.654,0.692,17.866666666666667,3.4,31.2,27.8,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Juliaetta,10mibuffer,firehighdays_erc95,1.0344827586206897,Q5,0.3365,0.6635,0.673,17.533333333333335,5.2,25,19.8,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Juliaetta,none,firehighdays_erc95,0.7142857142857142,Q5,0.3885,0.6115,0.777,17.733333333333334,6.6,23.5,16.9,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Kendrick,10mibuffer,firehighdays_erc95,1.875,Q6,0.2225,0.7775,0.445,17.8,5.4,26,20.6,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Kendrick,none,firehighdays_erc95,0.7142857142857142,Q5,0.3865,0.6135,0.773,17.333333333333332,5,25.3,20.3,F1,Fire,ID22,"Overall, has fire become less common or more common?"
Bovill,10mibuffer,firesummerhighdays_bi90,0.3225806451612903,Q4,0.452,0.548,0.904,6.233333333333333,0.4,8.7,8.299999999999999,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Bovill,none,firesummerhighdays_bi90,0.29411764705882354,Q4,0.4455,0.5545,0.891,6.166666666666667,1.2,7.4,6.2,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Deary,10mibuffer,firesummerhighdays_bi90,0.3333333333333333,Q4,0.452,0.548,0.904,6.666666666666667,0.4,9.7,9.299999999999999,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Deary,none,firesummerhighdays_bi90,0.43478260869565216,Q4,0.446,0.554,0.892,6.766666666666667,0.2,10.3,10.100000000000001,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
ElkRiver,10mibuffer,firesummerhighdays_bi90,0.6451612903225806,Q5,0.4075,0.5925,0.815,5.966666666666667,0.2,10.1,9.9,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
ElkRiver,none,firesummerhighdays_bi90,0.41666666666666663,Q4,0.436,0.564,0.872,5.833333333333333,0.2,8.8,8.600000000000001,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Juliaetta,10mibuffer,firesummerhighdays_bi90,0.7142857142857142,Q5,0.394,0.606,0.788,6.6,1,9,8,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Juliaetta,none,firesummerhighdays_bi90,0.6060606060606061,Q5,0.401,0.599,0.802,6.166666666666667,0.8,8.6,7.8,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Kendrick,10mibuffer,firesummerhighdays_bi90,0.5882352941176471,Q5,0.405,0.595,0.81,6.266666666666667,0.9,8.6,7.699999999999999,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Kendrick,none,firesummerhighdays_bi90,0.5,Q5,0.4255,0.5745,0.851,6.433333333333334,0.7,9.2,8.5,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Bovill,10mibuffer,firesummerhighdays_erc90,0,Q4,0.495,0.505,0.99,8.566666666666666,0.4,13.6,13.2,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Bovill,none,firesummerhighdays_erc90,0,Q4,0.497,0.503,0.994,8.533333333333333,0.8,12.3,11.5,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Deary,10mibuffer,firesummerhighdays_erc90,0,Q4,0.4975,0.5025,0.995,8.4,0,14.1,14.1,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Deary,none,firesummerhighdays_erc90,0,Q4,0.4965,0.5035,0.993,8.366666666666667,0,14.3,14.3,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
ElkRiver,10mibuffer,firesummerhighdays_erc90,0,Q4,0.498,0.502,0.996,8.266666666666667,0,15.6,15.6,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
ElkRiver,none,firesummerhighdays_erc90,0.3333333333333333,Q4,0.463,0.537,0.926,8.066666666666666,0,13.9,13.9,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Juliaetta,10mibuffer,firesummerhighdays_erc90,0,Q4,0.495,0.505,0.99,8.266666666666667,0.1,14,13.9,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Juliaetta,none,firesummerhighdays_erc90,0,Q4,0.505,0.495,0.99,8.466666666666667,0.1,14.8,14.700000000000001,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Kendrick,10mibuffer,firesummerhighdays_erc90,0,Q4,0.5055,0.4945,0.989,8.2,0,13.9,13.9,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Kendrick,none,firesummerhighdays_erc90,0,Q4,0.4955,0.5045,0.991,8.633333333333333,0,14.8,14.8,F2,Fire,ID23,"During summer, has fire occurred more often or less often?"
Bovill,10mibuffer,firep95_erc,4.147300267320172,Q7,0.1005,0.8995,0.201,57.47149088682412,51.501317188874374,60.55303145172368,9.051714262849309,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Bovill,none,firep95_erc,3.900932686215368,Q7,0.0865,0.9135,0.173,53.99012479697334,49.10878558603923,55.787666666666674,6.678881080627441,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Deary,10mibuffer,firep95_erc,4.826019826502634,Q7,0.074,0.926,0.148,60.83784435191591,53.6878483444967,65.24786213303842,11.560013788541724,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Deary,none,firep95_erc,4.856680442440902,Q7,0.0725,0.9275,0.145,61.10214478191253,53.44163823121593,65.91448387096774,12.47284563975181,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
ElkRiver,10mibuffer,firep95_erc,3.6225903263285444,Q7,0.098,0.902,0.196,67.19126109980843,60.929297949920645,71.4097538377938,10.480455887873156,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
ElkRiver,none,firep95_erc,3.6448746323585413,Q7,0.1015,0.8985,0.203,65.04714176686605,58.73535961532593,69.084,10.34864038467407,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Juliaetta,10mibuffer,firep95_erc,4.256148189151982,Q7,0.06,0.94,0.12,71.84616129980134,64.89755126933741,76.19935787048266,11.301806601145245,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Juliaetta,none,firep95_erc,4.196219931788882,Q7,0.0665,0.9335,0.133,72.98276419842628,65.9195436693007,77.52525806451614,11.605714395215443,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Kendrick,10mibuffer,firep95_erc,4.347566174134019,Q7,0.07,0.93,0.14,70.53840370191125,63.5694291223872,74.88004021281861,11.310611090431415,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Kendrick,none,firep95_erc,4.0288628083055835,Q7,0.071,0.929,0.142,70.73951924133301,63.64830664361041,75.03379909581724,11.385492452206833,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Bovill,10mibuffer,firepeak_bi,3.477027402712993,Q7,0.114,0.886,0.228,55.8022819221453,50.48142728363614,57.39440186787531,6.912974584239173,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Bovill,none,firepeak_bi,3.39260326287685,Q6,0.1735,0.8265,0.347,52.895660904778374,48.25725372314453,53.47333333333333,5.2160796101888,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Deary,10mibuffer,firepeak_bi,4.081872776948466,Q7,0.0875,0.9125,0.175,58.028160562311,51.69768645310925,60.338521290322596,8.640834837213347,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Deary,none,firepeak_bi,4.224285002677673,Q7,0.092,0.908,0.184,58.778199640909826,51.73862761958952,61.34838709677419,9.609759477184667,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
ElkRiver,10mibuffer,firepeak_bi,3.0564189154475745,Q7,0.0885,0.9115,0.177,61.16448438654446,56.391796057396526,63.661529683466924,7.269733626070398,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
ElkRiver,none,firepeak_bi,3.210903712681356,Q7,0.111,0.889,0.222,60.34501424153646,55.12455963134766,62.82,7.695440368652342,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Juliaetta,10mibuffer,firepeak_bi,3.522887115569084,Q7,0.078,0.922,0.156,64.29344403153331,58.41157937724523,66.45701430996847,8.04543493272324,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Juliaetta,none,firepeak_bi,3.2881024268365664,Q7,0.116,0.884,0.232,65.04111868335355,59.08786419530069,67.26064516129033,8.172780965989638,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Kendrick,10mibuffer,firepeak_bi,3.7488206717555386,Q7,0.066,0.934,0.132,63.43946599035763,57.4906626723136,65.66501361049244,8.17435093817884,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Kendrick,none,firepeak_bi,3.2158749977610404,Q7,0.1205,0.8795,0.241,63.826229009213655,57.70784612240999,65.9895652173913,8.281719094981312,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Bovill,10mibuffer,firepeak_erc,4.700118115541003,Q7,0.133,0.867,0.266,65.82374540113736,59.97374998665041,67.32733141052056,7.353581423870146,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Bovill,none,firepeak_erc,4.628749593098945,Q6,0.174,0.826,0.348,62.39483149210613,57.55381674448648,62.496666666666684,4.942849922180201,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Deary,10mibuffer,firepeak_erc,5.297998248609085,Q7,0.116,0.884,0.232,69.6812344746809,62.716072406025546,72.43490064516128,9.718828239135732,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Deary,none,firepeak_erc,5.302959707677863,Q7,0.107,0.893,0.214,70.07721390262726,62.55857977836363,73.23483870967742,10.67625893131379,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
ElkRiver,10mibuffer,firepeak_erc,3.5720273627538583,Q6,0.175,0.825,0.35,75.08502146002576,68.8542634329001,78.1975139247385,9.343250491838404,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
ElkRiver,none,firepeak_erc,3.5808050973074756,Q7,0.1185,0.8815,0.237,73.10857577006023,66.94169273376465,75.7,8.758307266235349,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Juliaetta,10mibuffer,firepeak_erc,4.256635026482351,Q7,0.101,0.899,0.202,79.94839528162676,73.26474494504778,82.95396555905893,9.689220614011148,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Juliaetta,none,firepeak_erc,4.136274478919596,Q7,0.1155,0.8845,0.231,80.94692142363517,74.02767645312893,84.15612903225806,10.128452579129132,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Kendrick,10mibuffer,firepeak_erc,4.517175201517792,Q7,0.0905,0.9095,0.181,78.86374287240666,72.08286287413938,81.8967112100965,9.813848335957118,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Kendrick,none,firepeak_erc,4.2842269653040885,Q7,0.11,0.89,0.22,79.03911006761633,72.02814482979151,82.15565217391304,10.127507344121526,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Bovill,10mibuffer,fireseverity_bi90,7.650122592333592,Q6,0.225,0.775,0.45,74.36053700745751,13.031610725262272,86.41341353090618,73.38180280564391,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Bovill,none,fireseverity_bi90,6.537823934403723,Q5,0.384,0.616,0.768,66.82984811871826,15.409083476699852,68.18283130327865,52.7737478265788,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Deary,10mibuffer,fireseverity_bi90,9.83963274312486,Q5,0.377,0.623,0.754,84.96837238801822,11.200209555590803,119.53365076783004,108.33344121223924,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Deary,none,fireseverity_bi90,11.667371559143021,Q5,0.3645,0.6355,0.729,86.41368976668946,9.308726163973379,133.65847034445517,124.34974418048179,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
ElkRiver,10mibuffer,fireseverity_bi90,10.889135667408944,Q6,0.1625,0.8375,0.325,80.4934608609267,16.99293818618871,119.59583483756215,102.60289665137344,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
ElkRiver,none,fireseverity_bi90,7.875502989689494,Q6,0.206,0.794,0.412,70.65036570715088,13.092665385799465,105.05895154952998,91.96628616373052,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Juliaetta,10mibuffer,fireseverity_bi90,5.0726936061840355,Q5,0.331,0.669,0.662,75.03359065492252,17.190984819760736,101.54865723609848,84.35767241633775,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Juliaetta,none,fireseverity_bi90,2.677856536161549,Q5,0.407,0.593,0.814,72.98894746421433,18.075937983244035,96.49990724040609,78.42396925716206,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Kendrick,10mibuffer,fireseverity_bi90,6.4078961268398205,Q5,0.293,0.707,0.586,78.26469479477767,16.10074126608192,107.32416373839332,91.2234224723114,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Kendrick,none,fireseverity_bi90,4.38447451899976,Q5,0.366,0.634,0.732,76.26573923981351,15.01349954082225,105.38677072944694,90.37327118862468,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Bovill,10mibuffer,fireseverity_erc90,19.405837462547627,Q5,0.342,0.658,0.684,141.22206542138483,29.63445363044411,186.4678863250551,156.833432694611,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Bovill,none,fireseverity_erc90,13.625106026144167,Q6,0.22,0.78,0.44,132.2388450252679,33.129294393857315,148.99902119596808,115.86972680211076,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Deary,10mibuffer,fireseverity_erc90,30.850370833089933,Q5,0.307,0.693,0.614,155.63133567025503,26.42357520779529,244.5094151353618,218.0858399275665,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Deary,none,fireseverity_erc90,33.45344600254489,Q5,0.3125,0.6875,0.625,161.30564025680198,21.29424613921866,281.27676736639353,259.98252122717486,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
ElkRiver,10mibuffer,fireseverity_erc90,26.516163867886018,Q5,0.326,0.674,0.652,162.9016663467676,43.401014864947854,273.9972653148048,230.59625044985694,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
ElkRiver,none,fireseverity_erc90,23.576839584443263,Q5,0.3475,0.6525,0.695,156.5329858148097,32.19534200191498,268.72197945773587,236.5266374558209,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Juliaetta,10mibuffer,fireseverity_erc90,12.448412467337931,Q5,0.298,0.702,0.596,152.5859895503232,47.37375113455207,209.53268943956672,162.15893830501466,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Juliaetta,none,fireseverity_erc90,8.514979165762131,Q5,0.367,0.633,0.734,153.55685318567436,57.91152040696911,196.94094302331266,139.02942261634354,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Kendrick,10mibuffer,fireseverity_erc90,18.204379130207318,Q6,0.2205,0.7795,0.441,156.28036774893494,43.97146414560605,224.73139821010537,180.7599340644993,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Kendrick,none,fireseverity_erc90,11.863914096824411,Q5,0.313,0.687,0.626,153.32955436402463,40.42700737082432,225.5584168007062,185.13140942988187,F3,Fire,ID24,Have the areas affected by wildfires gotten smaller or larger?
Bovill,10mibuffer,firestart_any_bi90,-2.0526315789473686,Q3,0.5895,0.4105,0.821,59.6551724137931,87.44444444444444,48.7,-38.74444444444444,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Bovill,none,firestart_any_bi90,-0.6350806451612903,Q4,0.541,0.459,0.918,54.55172413793103,74.44444444444444,57.1,-17.34444444444444,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Deary,10mibuffer,firestart_any_bi90,-0.6060606060606061,Q4,0.519,0.481,0.962,65.13333333333334,96.4,49.9,-46.50000000000001,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Deary,none,firestart_any_bi90,-3.67003367003367,Q3,0.671,0.329,0.658,65.28571428571429,108.375,38.2,-70.175,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
ElkRiver,10mibuffer,firestart_any_bi90,-2.129032258064516,Q3,0.608,0.392,0.784,55.689655172413794,97.33333333333333,37.9,-59.43333333333333,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
ElkRiver,none,firestart_any_bi90,-4.128787878787879,Q3,0.6545,0.3455,0.691,61.275862068965516,84.77777777777777,33.1,-51.67777777777777,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Juliaetta,10mibuffer,firestart_any_bi90,0,Q4,0.4745,0.5255,0.949,69.28571428571429,134.375,43.8,-90.575,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Juliaetta,none,firestart_any_bi90,2.208672086720867,Q5,0.3945,0.6055,0.789,66.21428571428571,116.125,52.3,-63.825,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Kendrick,10mibuffer,firestart_any_bi90,-1.25,Q4,0.517,0.483,0.966,67.28571428571429,135.625,43.5,-92.125,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Kendrick,none,firestart_any_bi90,0,Q4,0.507,0.493,0.986,61.2962962962963,109.71428571428571,42.7,-67.0142857142857,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Bovill,10mibuffer,firestart_any_erc90,-2.330316742081448,Q3,0.6135,0.3865,0.773,66.93103448275862,116.11111111111111,47.6,-68.51111111111112,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Bovill,none,firestart_any_erc90,-1.5877016129032255,Q3,0.58,0.42,0.84,62.827586206896555,97.22222222222223,52.7,-44.522222222222226,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Deary,10mibuffer,firestart_any_erc90,-4.146341463414634,Q3,0.665,0.335,0.67,72.03703703703704,114.14285714285714,41.7,-72.44285714285714,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Deary,none,firestart_any_erc90,-5,Q3,0.71,0.29,0.58,69.60714285714286,131,43.8,-87.2,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
ElkRiver,10mibuffer,firestart_any_erc90,-1.0714285714285714,Q4,0.554,0.446,0.892,64.18518518518519,79.85714285714286,40.9,-38.95714285714286,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
ElkRiver,none,firestart_any_erc90,-1.6666666666666665,Q3,0.579,0.421,0.842,62.142857142857146,73.625,42,-31.625,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Juliaetta,10mibuffer,firestart_any_erc90,-2.962962962962963,Q3,0.625,0.375,0.75,72.5925925925926,94.71428571428571,51.5,-43.21428571428571,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Juliaetta,none,firestart_any_erc90,-2.3529411764705883,Q3,0.605,0.395,0.79,73,94.57142857142857,54.2,-40.37142857142857,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Kendrick,10mibuffer,firestart_any_erc90,-0.9090909090909092,Q4,0.544,0.456,0.912,75.11111111111111,112.85714285714286,47.1,-65.75714285714287,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Kendrick,none,firestart_any_erc90,-3.888888888888889,Q3,0.67,0.33,0.66,71.5925925925926,97.57142857142857,46.9,-50.67142857142857,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Bovill,10mibuffer,firestart_k2_erc90,-1.7241379310344829,Q4,0.5655,0.4345,0.869,74.5,105.83333333333333,53.7,-52.133333333333326,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Bovill,none,firestart_k2_erc90,-0.7692307692307693,Q4,0.541,0.459,0.918,68.03703703703704,96.85714285714286,72,-24.85714285714286,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Deary,10mibuffer,firestart_k2_erc90,-6.533333333333333,Q3,0.706,0.294,0.588,78.07692307692308,105.66666666666667,45.1,-60.56666666666667,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Deary,none,firestart_k2_erc90,-5.607142857142858,Q3,0.6875,0.3125,0.625,72.11538461538461,106,44,-62,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
ElkRiver,10mibuffer,firestart_k2_erc90,-1.6666666666666665,Q4,0.554,0.446,0.892,79.07692307692308,124.66666666666667,46.5,-78.16666666666667,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
ElkRiver,none,firestart_k2_erc90,0,Q4,0.501,0.499,0.998,78.23076923076923,127.33333333333333,48.5,-78.83333333333333,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Juliaetta,10mibuffer,firestart_k2_erc90,-5.5,Q3,0.711,0.289,0.578,76.92307692307692,102,52.8,-49.2,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Juliaetta,none,firestart_k2_erc90,-3.2176470588235295,Q3,0.6395,0.3605,0.721,65.12,43.6,56.5,12.899999999999999,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
