.id,.town,tenure_years,question,resp,n_metrics,instr_delta_raw,climate_delta_mean_z,resp_z,pdi
35,Bovill,7,F5,5,4,-0.4910714285706437,-0.07781049544584447,-0.2499012616070132,-0.17209076616116875
35,Bovill,7,H1,5,6,2.061743403356825,2.299367439123328,-0.05023007849169832,-2.3495975176150266
35,Bovill,7,H2,5,6,1.9758481139566006,1.4130493825821635,-0.13320616639252122,-1.5462555489746848
35,Bovill,7,H3,5,4,15.982142857143021,1.7553084900091693,-0.25373177975505656,-2.009040269764226
35,Bovill,7,H4,3,1,270.53571428571087,3.968573706193892,-0.1686495210983646,-4.137223227292257
35,Bovill,7,H5,3,1,7.499999999999839,3.5938023014405123,-0.5754585823505011,-4.169260883791013
35,Bovill,7,H6,5,2,-134.73214285714118,-3.9524321567174048,0.3747781782060278,4.327210334923433
36,Bovill,15,D1,6,6,-113.98509603999511,-0.39148034952944694,0.6938898651266154,1.0853702146560624
36,Bovill,15,D2,5,2,-114.85522990517356,-0.7807962405406366,0.14587241328801573,0.9266686538286523
36,Bovill,15,D3,5,1,5.6250000000000435,0.8309237023666415,0.02516183675894344,-0.805761865607698
36,Bovill,15,D4,4,2,-0.8231245418903759,0.17204095291203442,0.44880518115859397,0.27676422824655955
36,Bovill,15,D5,5,2,-17.249999999999957,-1.5215187056831114,-0.051646169100137515,1.469872536582974
36,Bovill,15,F1,4,4,-4.879464285714244,-0.11276397494313956,-1.3290048049229108,-1.2162408299797713
36,Bovill,15,F2,5,2,3.3660714285714413,-0.17620934575187983,-0.4629153011791763,-0.2867059554272965
36,Bovill,15,F3,6,5,-29.65005743766513,-0.16916093979613891,0.42719863331637514,0.5963595731125141
36,Bovill,15,F4,5,7,10.136182507820523,-0.015572115038968121,0.3871292131041495,0.4027013281431176
36,Bovill,15,F5,5,4,-42.47767857142853,-0.7112301710772383,-0.2499012616070132,0.4613289094702251
36,Bovill,15,H1,6,6,0.6313570480136077,0.15236816454958824,0.8320721697972593,0.679704005247671
36,Bovill,15,H2,6,6,1.7109933644521063,1.1188704129243914,0.74901172250221,-0.36985869042218134
36,Bovill,15,H3,5,4,7.602678571428573,0.34520928631014264,-0.25373177975505656,-0.5989410660651993
36,Bovill,15,H4,5,1,54.9821428571427,0.3112661264276831,1.453598253276379,1.142332126848696
36,Bovill,15,H5,3,1,0.42857142857151614,-0.35546656577433927,-0.5754585823505011,-0.2199920165761618
36,Bovill,15,H6,4,2,-27.15178571428561,-0.2847477884797072,-0.409731583427315,-0.12498379494760781
37,Bovill,29,D1,5,6,-48.710471896435656,0.21540300845892157,-0.15818158019603737,-0.3735845886549589
37,Bovill,29,D2,5,2,-42.70999420196779,0.1331608390103608,0.14587241328801573,0.01271157427765493
37,Bovill,29,D3,4,1,5.2512315270937275,0.7765067681095179,-0.8806642865630235,-1.6571710546725416
37,Bovill,29,D4,4,2,0.7302706021031491,0.40564890984605545,0.44880518115859397,0.04315627131253852
37,Bovill,29,D5,5,2,2.5443349753694307,0.8925877805740103,-0.051646169100137515,-0.9442339496741479
37,Bovill,29,F1,6,4,10.794334975369337,0.3976981600850376,0.45774375144599394,0.06004559136095633
37,Bovill,29,F2,6,2,6.4396551724136675,0.054755144949272645,0.4449380079294995,0.39018286298022686
37,Bovill,29,F3,5,5,26.527448419507543,0.3827621678336958,-0.47169849095349675,-0.8544606587871926
37,Bovill,29,F4,4,7,-11.81543010186827,-0.38028059862188307,-0.4108310016615457,-0.03055040303966261
37,Bovill,29,F5,5,4,16.061244789692715,0.17190157903179307,-0.2499012616070132,-0.42180284063880624
37,Bovill,29,H1,5,6,0.4706994852671975,-0.0887776415347842,-0.05023007849169832,0.038547563043085875
37,Bovill,29,H2,5,6,0.8310402711020376,0.141490566675872,-0.13320616639252122,-0.27469673306839326
37,Bovill,29,H3,5,4,5.498152709359553,-0.008941067588586538,-0.25373177975505656,-0.24479071216647003
37,Bovill,29,H4,3,1,29.266009852214765,-0.1250607112019431,-0.1686495210983646,-0.0435888098964215
37,Bovill,29,H5,5,1,0.7512315270935,-0.17526655824913223,1.0223783061003748,1.197644864349507
37,Bovill,29,H6,5,2,-12.965517241378363,0.19889770688348188,0.3747781782060278,0.17588047132254594
38,Bovill,9,D1,6,6,-265.94976418140595,-1.8043544841152857,0.6938898651266154,2.498244349241901
38,Bovill,9,D2,6,2,-309.7124701063897,-3.249305109460406,1.0125261628226967,4.261831272283103
38,Bovill,9,D3,5,1,11.749999999996014,1.7226621620954368,0.02516183675894344,-1.6975003253364933
38,Bovill,9,D4,5,2,10.856083718565671,1.9284234103194406,1.3738934117099815,-0.5545299986094592
38,Bovill,9,D5,6,2,-15.000000000003352,-1.2471099114079216,0.8555300185718389,2.1026399299797607
38,Bovill,9,F1,6,4,-8.999999999997375,-0.2469610144187752,0.45774375144599394,0.7047047658647692
38,Bovill,9,F2,6,2,16.208333333336878,0.7888225933411772,0.4449380079294995,-0.3438845854116777
38,Bovill,9,F3,6,5,-27.73948984296357,-0.1503903235483208,0.42719863331637514,0.5775889568646959
38,Bovill,9,F4,6,7,29.43905117327883,0.30512960674124634,1.1850894278698447,0.8799598211285984
38,Bovill,9,F5,5,4,16.02083333334568,0.17129192244572894,-0.2499012616070132,-0.42119318405274214
38,Bovill,9,H1,5,6,1.1842033358067534,0.982186328298683,-0.05023007849169832,-1.0324164067903814
38,Bovill,9,H2,5,6,1.7892522818884806,1.2057940106361047,-0.13320616639252122,-1.339000177028626
38,Bovill,9,H3,5,4,14.145833333336629,1.4462936760575447,-0.25373177975505656,-1.7000254558126011
38,Bovill,9,H4,3,1,190.8333333333685,2.6162596617058194,-0.1686495210983646,-2.784909182804184
38,Bovill,9,H5,6,1,3.416666666668787,1.3133322316526588,1.8212967503258128,0.5079645186731541
38,Bovill,9,H6,4,2,-93.83333333334957,-2.5580890967594248,-0.409731583427315,2.1483575133321096
39,Bovill,12,D1,5,6,-94.61311213164282,-0.21137154309126424,-0.15818158019603737,0.05318996289522687
39,Bovill,12,D2,3,2,-141.39992943290758,-1.1170723067486856,-1.587435085781346,-0.4703627790326603
39,Bovill,12,D3,3,1,-3.496503496502903,-0.49707555941094395,-1.7864904098849905,-1.2894148504740466
39,Bovill,12,D4,3,2,2.3895691728714787,0.6551831964437392,-0.4762830493927936,-1.1314662458365328
39,Bovill,12,D5,6,2,-3.6975524475527908,0.13133053536150302,0.8555300185718389,0.7241994832103358
39,Bovill,12,F1,7,4,-22.950174825177776,-0.70128838627422,1.3511180296304464,2.052406415904666
39,Bovill,12,F2,7,2,-7.526223776224796,-0.9947110116272659,1.3527913170381753,2.347502328665441
39,Bovill,12,F3,6,5,-80.32587104932132,-0.6670319667036908,0.42719863331637514,1.094230600020066
39,Bovill,12,F4,6,7,12.295997827921635,0.020311488786363404,1.1850894278698447,1.1647779390834814
39,Bovill,12,F5,6,4,-27.154720279720205,-0.4800644748869407,0.693651165395169,1.1737156402821096
39,Bovill,12,H1,6,6,0.03538085974345433,-0.7421876588469617,0.8320721697972593,1.5742598286442209
39,Bovill,12,H2,6,6,1.035649750747716,0.3687540234082468,0.74901172250221,0.38025769909396323
39,Bovill,12,H3,6,4,8.203671328671227,0.446344559344425,0.7249479421573034,0.2786033828128784
39,Bovill,12,H4,2,1,81.43356643356645,0.7600686737504492,-0.9797734082857363,-1.7398420820361855
39,Bovill,12,H5,4,1,-0.1573426573427278,-0.6826893093813488,0.22345986187493688,0.9061491712562857
39,Bovill,12,H6,6,2,-44.03846153846219,-0.860456947630263,1.1592879398393707,2.019744887469634
40,Bovill,10,D1,7,6,-214.1679637540959,-1.3229191125856867,1.5459613104492682,2.868880423034955
40,Bovill,10,D2,6,2,-271.958469285879,-2.771026315373015,1.0125261628226967,3.7835524781957117
40,Bovill,10,D3,6,1,11.333333333333087,1.661999681842282,0.9309879600809104,-0.7310117217613715
40,Bovill,10,D4,2,2,4.349251321215432,0.9498907888324871,-1.401371279944181,-2.351262068776668
40,Bovill,10,D5,6,2,-7.136363636362857,-0.2880650344441971,0.8555300185718389,1.143595053016036
40,Bovill,10,F1,7,4,-6.41666666666632,-0.16282737031272823,1.3511180296304464,1.5139453999431747
40,Bovill,10,F2,7,2,15.27272727272682,0.7185164636583133,1.3527913170381753,0.634274853379862
40,Bovill,10,F3,7,5,-12.377807089940305,5.324978568896722e-4,1.326095757586247,1.3255632597293574
40,Bovill,10,F4,7,7,65.3174125643458,0.9012198807924768,1.98304964263554,1.0818297618430632
40,Bovill,10,F5,7,4,8.507575757574964,0.05794517927147519,1.6372035923973514,1.5792584131258762
40,Bovill,10,H1,7,6,0.374909270194696,-0.23255804149712536,1.7143744180862168,1.9469324595833422
40,Bovill,10,H2,6,6,1.6891311166925589,1.0945876181761798,0.74901172250221,-0.34557589567396974
40,Bovill,10,H3,6,4,10.696969696969147,0.8659176876307778,0.7249479421573034,-0.1409697454734744
40,Bovill,10,H4,1,1,108.78787878786969,1.224190577412986,-1.7908972954731082,-3.0150878728860944
40,Bovill,10,H5,2,1,0.93939393939384,-0.0701811502058065,-1.3743770265759392,-1.3041958763701327
40,Bovill,10,H6,5,2,-59.27272727272303,-1.3798312997801836,0.3747781782060278,1.7546094779862114
41,Bovill,16,D1,4,6,-69.14466726987214,0.02541841232019186,-1.0102530255186901,-1.035671437838882
41,Bovill,16,D2,4,2,-38.859497432224934,0.18194006536110863,-0.7207813362466652,-0.9027214016077738
41,Bovill,16,D3,NA,1,0.3235294117641757,0.05908285066801716,NA,NA
41,Bovill,16,D4,4,2,-3.1544279531304156,-0.17855305338374527,0.44880518115859397,0.6273582345423392
41,Bovill,16,D5,4,2,-13.599264705881843,-1.0762769855594037,-0.9588223567721138,0.11745462878728985
41,Bovill,16,F1,4,4,-8.593750000000059,-0.23373032038604516,-1.3290048049229108,-1.0952744845368656
41,Bovill,16,F2,4,2,3.9852941176470282,-0.1296778486682323,-1.370768610287852,-1.2410907616196196
41,Bovill,16,F3,4,5,-29.448193965854802,-0.16717770624066988,-1.3705956152233687,-1.2034179089826988
41,Bovill,16,F4,4,7,17.46720596112069,0.10622697527405071,-0.4108310016615457,-0.5170579769355964
41,Bovill,16,F5,4,4,-39.13970588235189,-0.6608727423193628,-1.1934536886091955,-0.5325809462898328
41,Bovill,16,H1,4,6,0.7089737016878597,0.26887018409903696,-0.9325323267806559,-1.2014025108796929
41,Bovill,16,H2,4,6,2.0936221787944036,1.5438631705592019,-1.0154240552872527,-2.5592872258464547
41,Bovill,16,H3,NA,4,8.685661764705811,0.527454079818378,NA,NA
41,Bovill,16,H4,4,1,69.61029411764709,0.5594626565452017,0.6424743660890072,0.08301170954380555
41,Bovill,16,H5,4,1,-0.007352941176511564,-0.59892268281158,0.22345986187493688,0.822382544686517
41,Bovill,16,H6,4,2,-34.628676470588225,-0.5396537590324663,-0.409731583427315,0.12992217560515124
42,Bovill,25,D1,6,6,-21.43438209833177,0.46899933607713074,0.6938898651266154,0.2248905290494847
42,Bovill,25,D2,5,2,-6.557528110839168,0.5911509197849693,0.14587241328801573,-0.44527850649695355
42,Bovill,25,D3,4,1,0.4769230769229247,0.08141542710898164,-0.8806642865630235,-0.9620797136720052
42,Bovill,25,D4,4,2,-0.2552190596972488,0.25744564851685053,0.44880518115859397,0.19135953264174344
42,Bovill,25,D5,6,2,2.494230769230783,0.8864770984430581,0.8555300185718389,-0.030947079871219252
42,Bovill,25,F1,6,4,9.126923076923045,0.34339411908806,0.45774375144599394,0.11434963235793394
42,Bovill,25,F2,5,2,6.928846153846061,0.09151540765839555,-0.4629153011791763,-0.5544307088375718
42,Bovill,25,F3,5,5,21.744129156585963,0.3357678345664019,-0.47169849095349675,-0.8074663255198986
42,Bovill,25,F4,4,7,-2.869799014021629,-0.23165609404672768,-0.4108310016615457,-0.179174907614818
42,Bovill,25,F5,5,4,14.364423076923408,0.14630293384358645,-0.2499012616070132,-0.39620419545059965
42,Bovill,25,H1,5,6,0.5866614314202696,0.0852803766634285,-0.05023007849169832,-0.13551045515512683
42,Bovill,25,H2,6,6,0.8401775222957725,0.15163947715116466,0.74901172250221,0.5973722453510454
42,Bovill,25,H3,4,4,5.5096153846152705,-0.007012124556046341,-1.2324115016674164,-1.22539937711137
42,Bovill,25,H4,4,1,34.792307692307524,-0.03129575595361552,0.6424743660890072,0.6737701220426228
42,Bovill,25,H5,3,1,1.13076923076914,0.036698594466490216,-0.5754585823505011,-0.6121571768169913
42,Bovill,25,H6,5,2,-15.524999999999995,0.11163851613637367,0.3747781782060278,0.26313966206965417
43,Bovill,24,D1,5,6,-41.662459726204474,0.28093109612137385,-0.15818158019603737,-0.43911267631741124
43,Bovill,24,D2,5,2,-32.0540153404571,0.26815391547751155,0.14587241328801573,-0.12228150218949582
43,Bovill,24,D3,5,1,1.9826086956521538,0.3006281249836403,0.02516183675894344,-0.2754662882246968
43,Bovill,24,D4,3,2,-0.5449685747631803,0.21387155051680054,-0.4762830493927936,-0.6901545999095942
43,Bovill,24,D5,6,2,2.0532608695651864,0.8326966457856936,0.8555300185718389,0.02283337278614528
43,Bovill,24,F1,6,4,8.18641304347825,0.31276371788854496,0.45774375144599394,0.14498003355744898
43,Bovill,24,F2,6,2,6.90978260869567,0.0900828773082986,0.4449380079294995,0.3548551306212009
43,Bovill,24,F3,6,5,19.076449079924807,0.3095588696861102,0.42719863331637514,0.11763976363026496
43,Bovill,24,F4,5,7,9.764856170283226,-0.02174140509913675,0.3871292131041495,0.40887061820328624
43,Bovill,24,F5,5,4,9.27010869565194,0.06944892770848442,-0.2499012616070132,-0.31935018931549763
43,Bovill,24,H1,6,6,0.53576707372435,0.008888324512723488,0.8320721697972593,0.8231838452845358
43,Bovill,24,H2,6,6,0.7982307257354713,0.10504841010162247,0.74901172250221,0.6439633124005876
43,Bovill,24,H3,6,4,5.8467391304348,0.04971917822408364,0.7249479421573034,0.6752287639332197
43,Bovill,24,H4,3,1,31.68478260869566,-0.08402128013438083,-0.1686495210983646,-0.08462824096398376
43,Bovill,24,H5,5,1,1.5304347826086424,0.2599047974613654,1.0223783061003748,0.7624735086390094
43,Bovill,24,H6,6,2,-13.54782608695654,0.1790453369236239,1.1592879398393707,0.9802426029157468
44,Bovill,48,D1,7,6,-22.620931278808033,0.4579675306778065,1.5459613104492682,1.0879937797714616
44,Bovill,48,D2,3,2,-4.0691234208186025,0.6226747627811762,-1.587435085781346,-2.210109848562522
44,Bovill,48,D3,3,1,1.68331791551033,0.25705439448651785,-1.7864904098849905,-2.0435448043715083
44,Bovill,48,D4,6,2,-2.0602815576008027,-0.014009405211080737,2.298981642261369,2.3129910474724498
44,Bovill,48,D5,6,2,1.8396546407647816,0.8066453445879701,0.8555300185718389,0.048884673983868754
44,Bovill,48,F1,6,4,4.499306197964897,0.1926825300995139,0.45774375144599394,0.26506122134648
44,Bovill,48,F2,6,2,3.0047795251310796,-0.20335863056955633,0.4449380079294995,0.6482966384990558
44,Bovill,48,F3,5,5,13.229410233612786,0.25211388701468995,-0.47169849095349675,-0.7238123779681866
44,Bovill,48,F4,4,7,-2.954125236663423,-0.23305710678017896,-0.4108310016615457,-0.17777389488136672
44,Bovill,48,F5,6,4,12.6635290699738,0.12064285308260335,0.693651165395169,0.5730083123125657
44,Bovill,48,H1,6,6,0.34630426399234665,-0.27549394293117185,0.8320721697972593,1.107566112728431
44,Bovill,48,H2,6,6,0.591865373257181,-0.12416532640377584,0.74901172250221,0.8731770489059859
44,Bovill,48,H3,4,4,2.4189022510021534,-0.5271184201339135,-1.2324115016674164,-0.7052930815335029
44,Bovill,48,H4,2,1,6.852297255627924,-0.5053552265139454,-0.9797734082857363,-0.47441818177179096
44,Bovill,48,H5,4,1,1.596669750231321,0.29689586551939895,0.22345986187493688,-0.07343600364446207
44,Bovill,48,H6,6,2,-2.187172371261365,0.5663585337992102,1.1592879398393707,0.5929294060401605
45,Bovill,26,D1,4,6,-27.54069467215931,0.4122265927890071,-1.0102530255186901,-1.422479618307697
45,Bovill,26,D2,4,2,-15.878136685056722,0.47307470714115446,-0.7207813362466652,-1.1938560433878196
45,Bovill,26,D3,NA,1,3.647863247863265,0.5430724563217756,NA,NA
45,Bovill,26,D4,4,2,0.07338160722375608,0.3068623927003206,0.44880518115859397,0.14194278845827335
45,Bovill,26,D5,4,2,1.986324786324781,0.8245331569432353,-0.9588223567721138,-1.7833555137153492
45,Bovill,26,F1,5,4,9.457264957264954,0.3541526479373631,-0.43563052673845837,-0.7897831746758215
45,Bovill,26,F2,5,2,6.6923076923076845,0.07374072186696468,-0.4629153011791763,-0.536656023046141
45,Bovill,26,F3,4,5,22.742679612690512,0.3455782215255454,-1.3705956152233687,-1.716173836748914
45,Bovill,26,F4,5,7,3.8727271364635585,-0.11963441565867858,0.3871292131041495,0.5067636287628281
45,Bovill,26,F5,4,4,12.91623931623932,0.12445529836244218,-1.1934536886091955,-1.3179089869716378
45,Bovill,26,H1,3,6,0.5439238768751439,0.02113162533992778,-1.8148345750696135,-1.8359662004095414
45,Bovill,26,H2,5,6,0.8869474625488122,0.20358769729951176,-0.13320616639252122,-0.336793863692033
45,Bovill,26,H3,5,4,5.891880341880336,0.05731555719808058,-0.25373177975505656,-0.31104733695313713
45,Bovill,26,H4,4,1,36.425641025640964,-0.0035829125027020906,0.6424743660890072,0.6460572785917092
45,Bovill,26,H5,4,1,1.1914529914529948,0.07058941078366013,0.22345986187493688,0.15287045109127675
45,Bovill,26,H6,4,2,-16.498290598290595,0.07845659698394952,-0.409731583427315,-0.48818818041126455
46,Bovill,36,D1,6,6,-34.44210576748347,0.34806151186602846,0.6938898651266154,0.345828353260587
46,Bovill,36,D2,5,2,-16.132977281824708,0.46984631145704764,0.14587241328801573,-0.3239738981690319
46,Bovill,36,D3,5,1,2.7245817245817214,0.40865194310256225,0.02516183675894344,-0.3834901063436188
46,Bovill,36,D4,2,2,-0.9223419010323007,0.15712011023323777,-1.401371279944181,-1.558491390177419
46,Bovill,36,D5,6,2,2.565637065637064,0.8951857720877398,0.8555300185718389,-0.03965575351590089
46,Bovill,36,F1,7,4,7.6385135135135265,0.29491980147823665,1.3511180296304464,1.0561982281522098
46,Bovill,36,F2,7,2,4.9443371943372005,-0.05761054410495624,1.3527913170381753,1.4104018611431315
46,Bovill,36,F3,7,5,19.99490475833882,0.31858235523456674,1.326095757586247,1.0075134023516803
46,Bovill,36,F4,6,7,-8.540288912926222,-0.3258667476772014,1.1850894278698447,1.5109561755470462
46,Bovill,36,F5,6,4,21.637633813671247,0.25602827483135565,0.693651165395169,0.43762289056381337
46,Bovill,36,H1,5,6,0.4005936518679398,-0.194005975746262,-0.05023007849169832,0.1437758972545637
46,Bovill,36,H2,6,6,0.8091597519884961,0.11718747760368753,0.74901172250221,0.6318242448985225
46,Bovill,36,H3,5,4,4.153957528957535,-0.23514270636546755,-0.25373177975505656,-0.01858907338958901
46,Bovill,36,H4,2,1,20.70334620334623,-0.27034382786964034,-0.9797734082857363,-0.7094295804160959
46,Bovill,36,H5,5,1,0.772844272844329,-0.16319621870364792,1.0223783061003748,1.1855745248040228
46,Bovill,36,H6,1,2,-8.897361647361652,0.33759134088881126,-2.7632608683273436,-3.100852209216155
47,Bovill,12,D1,2,6,-94.61311213164282,-0.21137154309126424,-2.714395916163996,-2.5030243730727317
47,Bovill,12,D2,4,2,-141.39992943290758,-1.1170723067486856,-0.7207813362466652,0.39629097050202045
47,Bovill,12,D3,NA,1,-3.496503496502903,-0.49707555941094395,NA,NA
47,Bovill,12,D4,5,2,2.3895691728714787,0.6551831964437392,1.3738934117099815,0.7187102152662422
47,Bovill,12,D5,4,2,-3.6975524475527908,0.13133053536150302,-0.9588223567721138,-1.0901528921336168
47,Bovill,12,F1,6,4,-22.950174825177776,-0.70128838627422,0.45774375144599394,1.159032137720214
47,Bovill,12,F2,6,2,-7.526223776224796,-0.9947110116272659,0.4449380079294995,1.4396490195567655
47,Bovill,12,F3,6,5,-80.32587104932132,-0.6670319667036908,0.42719863331637514,1.094230600020066
47,Bovill,12,F4,5,7,12.295997827921635,0.020311488786363404,0.3871292131041495,0.3668177243177861
47,Bovill,12,F5,4,4,-27.154720279720205,-0.4800644748869407,-1.1934536886091955,-0.7133892137222548
47,Bovill,12,H1,1,6,0.03538085974345433,-0.7421876588469617,-3.5794390716475286,-2.837251412800567
47,Bovill,12,H2,7,6,1.035649750747716,0.3687540234082468,1.6312296113969413,1.2624755879886944
47,Bovill,12,H3,6,4,8.203671328671227,0.446344559344425,0.7249479421573034,0.2786033828128784
47,Bovill,12,H4,4,1,81.43356643356645,0.7600686737504492,0.6424743660890072,-0.11759430766144197
47,Bovill,12,H5,4,1,-0.1573426573427278,-0.6826893093813488,0.22345986187493688,0.9061491712562857
47,Bovill,12,H6,3,2,-44.03846153846219,-0.860456947630263,-1.194241345060658,-0.3337843974303949
48,Bovill,42,D1,4,6,-20.659968119656835,0.47619936153905823,-1.0102530255186901,-1.4864523870577484
48,Bovill,42,D2,5,2,-1.5555965292678455,0.6545168612202911,0.14587241328801573,-0.5086444479322754
48,Bovill,42,D3,5,1,1.9009804715987435,0.28874387571215737,0.02516183675894344,-0.2635820389532139
48,Bovill,42,D4,4,2,-2.306321827431886,-0.05101027069014409,0.44880518115859397,0.49981545184873805
48,Bovill,42,D5,6,2,1.5877967749777149,0.7759288942415453,0.8555300185718389,0.07960112433029354
48,Bovill,42,F1,6,4,5.106454096102359,0.21245603920209846,0.45774375144599394,0.24528771224389548
48,Bovill,42,F2,6,2,3.2888339680738605,-0.1820133557329366,0.4449380079294995,0.6269513636624361
48,Bovill,42,F3,6,5,13.968489083198662,0.25937506191419535,0.42719863331637514,0.1678235714021798
48,Bovill,42,F4,4,7,-5.856526200052825,-0.28127817704633956,-0.4108310016615457,-0.12955282461520612
48,Bovill,42,F5,5,4,14.79607280296261,0.15281490154137742,-0.2499012616070132,-0.40271616314839065
48,Bovill,42,H1,6,6,0.39790990885946065,-0.19803425402983424,0.8320721697972593,1.0301064238270936
48,Bovill,42,H2,4,6,0.5971391109593981,-0.11830769037351375,-1.0154240552872527,-0.8971163649137389
48,Bovill,42,H3,NA,4,2.7955595170569336,-0.46373440263332294,NA,NA
48,Bovill,42,H4,4,1,11.146989709099728,-0.43248697775912354,0.6424743660890072,1.0749613438481307
48,Bovill,42,H5,2,1,1.6971882343408107,0.35303367641056593,-1.3743770265759392,-1.7274107029865051
48,Bovill,42,H6,6,2,-4.084150392998949,0.5016857922133224,1.1592879398393707,0.6576021476260483
49,Bovill,25,D1,6,6,-21.43438209833177,0.46899933607713074,0.6938898651266154,0.2248905290494847
49,Bovill,25,D2,6,2,-6.557528110839168,0.5911509197849693,1.0125261628226967,0.42137524303772744
49,Bovill,25,D3,6,1,0.4769230769229247,0.08141542710898164,0.9309879600809104,0.8495725329719288
49,Bovill,25,D4,3,2,-0.2552190596972488,0.25744564851685053,-0.4762830493927936,-0.7337286979096441
49,Bovill,25,D5,5,2,2.494230769230783,0.8864770984430581,-0.051646169100137515,-0.9381232675431956
49,Bovill,25,F1,6,4,9.126923076923045,0.34339411908806,0.45774375144599394,0.11434963235793394
49,Bovill,25,F2,6,2,6.928846153846061,0.09151540765839555,0.4449380079294995,0.35342260027110395
49,Bovill,25,F3,4,5,21.744129156585963,0.3357678345664019,-1.3705956152233687,-1.7063634497897706
49,Bovill,25,F4,5,7,-2.869799014021629,-0.23165609404672768,0.3871292131041495,0.6187853071508772
49,Bovill,25,F5,5,4,14.364423076923408,0.14630293384358645,-0.2499012616070132,-0.39620419545059965
49,Bovill,25,H1,4,6,0.5866614314202696,0.0852803766634285,-0.9325323267806559,-1.0178127034440845
49,Bovill,25,H2,5,6,0.8401775222957725,0.15163947715116466,-0.13320616639252122,-0.2848456435436859
49,Bovill,25,H3,5,4,5.5096153846152705,-0.007012124556046341,-0.25373177975505656,-0.24671965519901023
49,Bovill,25,H4,3,1,34.792307692307524,-0.03129575595361552,-0.1686495210983646,-0.13735376514474906
49,Bovill,25,H5,5,1,1.13076923076914,0.036698594466490216,1.0223783061003748,0.9856797116338846
49,Bovill,25,H6,4,2,-15.524999999999995,0.11163851613637367,-0.409731583427315,-0.5213700995636887
50,Bovill,59,D1,6,6,-22.620931278808033,0.4579675306778065,0.6938898651266154,0.23592233444880895
50,Bovill,59,D2,6,2,-4.0691234208186025,0.6226747627811762,1.0125261628226967,0.3898514000415205
50,Bovill,59,D3,5,1,1.68331791551033,0.25705439448651785,0.02516183675894344,-0.23189255772757442
50,Bovill,59,D4,3,2,-2.0602815576008027,-0.014009405211080737,-0.4762830493927936,-0.46227364418171285
50,Bovill,59,D5,6,2,1.8396546407647816,0.8066453445879701,0.8555300185718389,0.048884673983868754
50,Bovill,59,F1,6,4,4.499306197964897,0.1926825300995139,0.45774375144599394,0.26506122134648
50,Bovill,59,F2,6,2,3.0047795251310796,-0.20335863056955633,0.4449380079294995,0.6482966384990558
50,Bovill,59,F3,6,5,13.229410233612786,0.25211388701468995,0.42719863331637514,0.1750847463016852
50,Bovill,59,F4,2,7,-2.954125236663423,-0.23305710678017896,-2.006751431192936,-1.773694324412757
50,Bovill,59,F5,6,4,12.6635290699738,0.12064285308260335,0.693651165395169,0.5730083123125657
50,Bovill,59,H1,6,6,0.34630426399234665,-0.27549394293117185,0.8320721697972593,1.107566112728431
50,Bovill,59,H2,6,6,0.591865373257181,-0.12416532640377584,0.74901172250221,0.8731770489059859
50,Bovill,59,H3,5,4,2.4189022510021534,-0.5271184201339135,-0.25373177975505656,0.27338664037885696
50,Bovill,59,H4,2,1,6.852297255627924,-0.5053552265139454,-0.9797734082857363,-0.47441818177179096
50,Bovill,59,H5,5,1,1.596669750231321,0.29689586551939895,1.0223783061003748,0.7254824405809759
50,Bovill,59,H6,4,2,-2.187172371261365,0.5663585337992102,-0.409731583427315,-0.9760901172265253
51,Bovill,58,D1,6,6,-22.620931278808033,0.4579675306778065,0.6938898651266154,0.23592233444880895
51,Bovill,58,D2,6,2,-4.0691234208186025,0.6226747627811762,1.0125261628226967,0.3898514000415205
51,Bovill,58,D3,5,1,1.68331791551033,0.25705439448651785,0.02516183675894344,-0.23189255772757442
51,Bovill,58,D4,1,2,-2.0602815576008027,-0.014009405211080737,-2.3264595104955688,-2.312450105284488
51,Bovill,58,D5,6,2,1.8396546407647816,0.8066453445879701,0.8555300185718389,0.048884673983868754
51,Bovill,58,F1,7,4,4.499306197964897,0.1926825300995139,1.3511180296304464,1.1584354995309325
51,Bovill,58,F2,6,2,3.0047795251310796,-0.20335863056955633,0.4449380079294995,0.6482966384990558
51,Bovill,58,F3,6,5,13.229410233612786,0.25211388701468995,0.42719863331637514,0.1750847463016852
51,Bovill,58,F4,4,7,-2.954125236663423,-0.23305710678017896,-0.4108310016615457,-0.17777389488136672
51,Bovill,58,F5,4,4,12.6635290699738,0.12064285308260335,-1.1934536886091955,-1.314096541691799
51,Bovill,58,H1,7,6,0.34630426399234665,-0.27549394293117185,1.7143744180862168,1.9898683610173886
51,Bovill,58,H2,4,6,0.591865373257181,-0.12416532640377584,-1.0154240552872527,-0.8912587288834768
51,Bovill,58,H3,NA,4,2.4189022510021534,-0.5271184201339135,NA,NA
51,Bovill,58,H4,4,1,6.852297255627924,-0.5053552265139454,0.6424743660890072,1.1478295926029527
51,Bovill,58,H5,4,1,1.596669750231321,0.29689586551939895,0.22345986187493688,-0.07343600364446207
51,Bovill,58,H6,3,2,-2.187172371261365,0.5663585337992102,-1.194241345060658,-1.760599878859868
52,Deary,30,D1,5,6,-50.98616149504892,0.1942450444956486,-0.15818158019603737,-0.35242662469168595
52,Deary,30,D2,6,2,-46.90994775880025,0.07995459122923597,1.0125261628226967,0.9325715715934607
52,Deary,30,D3,5,1,4.737486095661844,0.7017105950943221,0.02516183675894344,-0.6765487583353786
